Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
802	Spectrogram 1	1	1509.534451872	1509.778345000	6818.182	13620.500	0.2439	6802.318	-52.13	Whistle
803	Spectrogram 1	1	1510.013065630	1510.330800814	3272.727	13681.818	0.3177	10409.091	-61.96	Whistle
804	Spectrogram 1	1	1520.542571941	1521.238371775	2045.455	17727.273	0.6958	15681.818	-47.83	Whistle
805	Spectrogram 1	1	1521.633072000	1522.489202689	2954.545	19487.200	0.8561	16532.655	-54.90	Whistle
806	Spectrogram 1	1	1523.715901817	1524.842051836	3909.091	10818.182	1.1262	6909.091	-57.72	Whistle
807	Spectrogram 1	1	1525.594344000	1526.696178614	3136.364	20389.700	1.1018	17253.336	-52.52	Whistle
808	Spectrogram 1	1	1527.331648982	1528.341162035	3681.818	21863.636	1.0095	18181.818	-50.05	Whistle
809	Spectrogram 1	1	1528.859996647	1529.953970952	4181.818	20409.091	1.0940	16227.273	-54.33	Whistle
810	Spectrogram 1	1	1532.624755000	1532.881729000	2256.400	3979.500	0.2570	1723.100	-52.22	Whistle
811	Spectrogram 1	1	1552.899283646	1553.003854719	5863.636	8136.364	0.1046	2272.727	-44.25	Whistle
812	Spectrogram 1	1	1578.555155000	1578.720006000	5948.700	10789.700	0.1649	4841.000	-64.50	Whistle
813	Spectrogram 1	1	1579.122436000	1579.267893000	5497.400	10379.500	0.1455	4882.100	-56.31	Whistle
814	Spectrogram 1	1	1579.980631000	1580.179422000	6810.300	14523.100	0.1988	7712.800	-51.80	Whistle
815	Spectrogram 1	1	1589.803812000	1590.051089000	6523.100	11282.100	0.2473	4759.000	-57.37	Whistle
816	Spectrogram 1	1	1590.603824000	1590.691098000	7835.900	13456.400	0.0873	5620.500	-51.24	Whistle
817	Spectrogram 1	1	1590.758978000	1591.224440000	5128.200	16861.500	0.4655	11733.300	-55.69	Whistle
818	Spectrogram 1	1	1593.356233981	1594.261175961	2818.182	17636.364	0.9049	14818.182	-46.29	Whistle
819	Spectrogram 1	1	1598.504349565	1598.629030460	4272.727	11272.727	0.1247	7000.000	-44.35	Whistle
820	Spectrogram 1	1	1604.320398000	1605.044066027	5318.182	22728.200	0.7237	17410.018	-43.20	Whistle
821	Spectrogram 1	1	1608.218639000	1608.422279000	6442.100	17894.700	0.2036	11452.600	-59.34	Whistle
822	Spectrogram 1	1	1625.825560688	1626.038724799	7136.364	17681.818	0.2132	10545.455	-62.44	Whistle
823	Spectrogram 1	1	1647.385299000	1648.626531000	4589.500	22231.600	1.2412	17642.100	-47.60	Whistle
824	Spectrogram 1	1	1649.276237000	1650.367163000	4842.100	22105.300	1.0909	17263.200	-46.31	Whistle
825	Spectrogram 1	1	1651.530817000	1652.961142000	3410.500	21010.500	1.4303	17600.000	-44.32	Whistle
826	Spectrogram 1	1	1665.004963000	1665.169814000	4378.900	12336.800	0.1649	7957.900	-52.71	Whistle
828	Spectrogram 1	1	1682.349710258	1682.454281331	3818.182	14045.455	0.1046	10227.273	-59.24	Whistle
829	Spectrogram 1	1	1683.805661354	1683.933738000	5772.727	13305.300	0.1281	7532.573	-63.94	Whistle
831	Spectrogram 1	1	1707.234661000	1708.479297000	4084.200	18610.500	1.2446	14526.300	-59.19	Whistle
832	Spectrogram 1	1	1708.849231000	1709.086810000	4631.600	14442.100	0.2376	9810.500	-53.76	Whistle
834	Spectrogram 1	1	1714.856595000	1715.724487000	3242.100	11410.500	0.8679	8168.400	-53.22	Whistle
835	Spectrogram 1	1	1721.654275000	1721.882157000	3031.600	18357.900	0.2279	15326.300	-57.59	Whistle
836	Spectrogram 1	1	1723.807035000	1724.330670636	2400.000	13181.818	0.5236	10781.818	-51.12	Whistle
839	Spectrogram 1	1	1727.874976000	1728.156193000	5263.200	17473.700	0.2812	12210.500	-60.14	Whistle
841	Spectrogram 1	1	1732.927175000	1733.145360000	6736.800	11073.700	0.2182	4336.900	-44.03	Whistle
843	Spectrogram 1	1	1753.939150840	1754.862056000	6147.400	15873.700	0.9229	9726.300	-69.26	Whistle
844	Spectrogram 1	1	1762.770056000	1763.720374000	5936.800	19747.400	0.9503	13810.600	-65.52	Whistle
845	Spectrogram 1	1	1774.109756281	1774.489023000	4884.200	7772.727	0.3793	2888.527	-64.95	Whistle
846	Spectrogram 1	1	2275.638144167	2277.041809726	7284.200	11272.727	1.4037	3988.527	-64.01	Whistle
847	Spectrogram 1	1	2277.986971350	2278.152154000	8863.636	10954.545	0.1652	2090.909	-59.79	Whistle
848	Spectrogram 1	1	2278.821255000	2279.083077000	8631.600	11073.700	0.2618	2442.100	-60.19	Whistle
849	Spectrogram 1	1	2279.562203026	2279.747213386	8136.364	11073.700	0.1850	2937.336	-59.11	Whistle
850	Spectrogram 1	1	2280.153431786	2280.282134645	8954.545	10954.545	0.1287	2000.000	-55.59	Whistle
851	Spectrogram 1	1	2280.804990012	2280.953802693	8818.182	10778.900	0.1488	1960.718	-62.50	Whistle
852	Spectrogram 1	1	2281.589779000	2281.701296000	9347.400	13852.600	0.1115	4505.200	-52.83	Whistle
853	Spectrogram 1	1	2281.759479000	2281.851602000	10147.400	12589.500	0.0921	2442.100	-50.09	Whistle
854	Spectrogram 1	1	2282.889193000	2283.020104000	9010.500	12715.800	0.1309	3705.300	-64.05	Whistle
855	Spectrogram 1	1	2283.466172000	2283.567992000	6400.000	16210.500	0.1018	9810.500	-64.71	Whistle
856	Spectrogram 1	1	2283.624387024	2283.978319887	5052.600	17545.455	0.3539	12492.855	-56.40	Whistle
858	Spectrogram 1	1	2284.052847000	2284.271033000	8168.400	17052.600	0.2182	8884.200	-61.16	Whistle
859	Spectrogram 1	1	2286.648903205	2286.763189000	9454.545	11284.200	0.1143	1829.655	-61.38	Whistle
860	Spectrogram 1	1	2308.057825516	2309.799336082	4636.364	11454.545	1.7415	6818.182	-56.35	Bout
862	Spectrogram 1	1	2310.298088000	2311.602350000	7115.800	22021.100	1.3043	14905.300	-58.15	Whistle
863	Spectrogram 1	1	2312.776107454	2314.083245869	5681.818	18409.091	1.3071	12727.273	-54.49	Whistle
865	Spectrogram 1	1	2422.503360647	2422.607931720	7136.364	15545.455	0.1046	8409.091	-59.40	Whistle
866	Spectrogram 1	1	2423.713971917	2423.846455000	7545.455	16181.818	0.1325	8636.364	-53.00	Whistle
867	Spectrogram 1	1	2424.530099000	2425.708299000	6484.200	21894.700	1.1782	15410.500	-60.75	Whistle
868	Spectrogram 1	1	2426.503462000	2427.521660000	5978.900	11410.500	1.0182	5431.600	-60.60	Whistle
869	Spectrogram 1	1	2428.893800000	2430.337280835	4590.909	16909.091	1.4435	12318.182	-59.56	Bout
871	Spectrogram 1	1	2431.097432098	2432.159230688	5500.000	11284.200	1.0618	5784.200	-54.06	Whistle
872	Spectrogram 1	1	2433.948279953	2435.303595000	4884.200	22136.364	1.3553	17252.164	-58.06	Bout
874	Spectrogram 1	1	2441.039002912	2441.316518453	3590.909	15636.364	0.2775	12045.455	-67.59	Whistle
875	Spectrogram 1	1	2446.751038000	2446.867403000	10568.400	15157.900	0.1164	4589.500	-64.95	Whistle
876	Spectrogram 1	1	2446.906191000	2447.119528000	9600.000	15368.400	0.2133	5768.400	-63.24	Whistle
877	Spectrogram 1	1	2450.838373000	2450.993527000	5347.400	12547.400	0.1552	7200.000	-67.56	Whistle
878	Spectrogram 1	1	2460.300196258	2460.404577000	7681.818	13136.800	0.1044	5454.982	-61.34	Whistle
879	Spectrogram 1	1	2461.627444495	2461.711905746	7136.364	10500.000	0.0845	3363.636	-57.97	Whistle
880	Spectrogram 1	1	2504.356753000	2504.831911000	8252.600	10863.200	0.4752	2610.600	-65.41	Whistle
881	Spectrogram 1	1	2505.830715000	2506.034354000	2610.500	5978.900	0.2036	3368.400	-57.57	Whistle
882	Spectrogram 1	1	2520.456366312	2521.715241155	3636.364	19272.727	1.2589	15636.364	-59.26	Whistle
884	Spectrogram 1	1	2522.467348489	2523.686003689	1863.636	21726.300	1.2187	19862.664	-49.67	Whistle
885	Spectrogram 1	1	2525.089669968	2525.250548542	7681.818	10000.000	0.1609	2318.182	-60.75	Whistle
886	Spectrogram 1	1	2527.911048000	2528.235901000	3452.600	15831.600	0.3249	12379.000	-60.37	Whistle
887	Spectrogram 1	1	2528.318327000	2528.497723000	12589.500	15789.500	0.1794	3200.000	-57.30	Whistle
888	Spectrogram 1	1	2529.307433000	2530.073505000	4757.900	17515.800	0.7661	12757.900	-61.19	Whistle
889	Spectrogram 1	1	2531.028671000	2531.532921000	2484.200	18610.500	0.5042	16126.300	-58.90	Whistle
890	Spectrogram 1	1	2533.020984885	2533.341434000	6090.909	9363.636	0.3204	3272.727	-64.04	Whistle
891	Spectrogram 1	1	2534.340234000	2534.742665000	2063.200	15115.800	0.4024	13052.600	-58.41	Whistle
892	Spectrogram 1	1	2535.743855963	2536.405721000	4000.000	17389.500	0.6619	13389.500	-57.39	Whistle
893	Spectrogram 1	1	2542.408249600	2543.663103689	6636.364	12318.182	1.2549	5681.818	-68.96	Whistle
894	Spectrogram 1	1	2580.166462171	2581.111623794	2454.545	18772.727	0.9452	16318.182	-59.14	Whistle
896	Spectrogram 1	1	2611.568040000	2611.871613141	6863.636	15410.500	0.3036	8546.864	-50.42	Whistle
897	Spectrogram 1	1	2612.193505000	2612.460175000	4045.455	17500.000	0.2667	13454.545	-52.31	Whistle
898	Spectrogram 1	1	2613.689541029	2614.180220680	4090.909	22318.182	0.4907	18227.273	-48.66	Whistle
899	Spectrogram 1	1	2619.682267829	2619.844528000	7590.909	10863.200	0.1623	3272.291	-54.20	Whistle
900	Spectrogram 1	1	2620.983940000	2621.143942000	6442.100	16673.700	0.1600	10231.600	-50.57	Whistle
901	Spectrogram 1	1	2622.212083408	2622.372961982	6545.455	10136.364	0.1609	3590.909	-54.12	Whistle
902	Spectrogram 1	1	2622.682653238	2623.214274000	1894.700	21726.300	0.5316	19831.600	-44.33	Whistle
903	Spectrogram 1	1	2623.378454282	2623.519223034	6409.091	10727.273	0.1408	4318.182	-50.85	Whistle
904	Spectrogram 1	1	2626.622811000	2626.970068450	4272.727	13515.800	0.3473	9243.073	-62.47	Whistle
905	Spectrogram 1	1	2627.657825565	2627.806638246	6545.455	12409.091	0.1488	5863.636	-52.15	Whistle
906	Spectrogram 1	1	2628.610720000	2628.746480000	7073.700	10989.500	0.1358	3915.800	-53.94	Whistle
907	Spectrogram 1	1	2629.725889000	2630.016803000	3578.900	18568.400	0.2909	14989.500	-59.92	Whistle
908	Spectrogram 1	1	2632.072589000	2632.256834000	6778.900	10652.600	0.1842	3873.700	-55.05	Whistle
909	Spectrogram 1	1	2632.532447573	2632.661150433	6363.636	10736.800	0.1287	4373.164	-50.28	Whistle
910	Spectrogram 1	1	2633.692008000	2633.819476167	7452.600	11621.100	0.1275	4168.500	-49.19	Whistle
911	Spectrogram 1	1	2634.487122249	2634.613234000	6652.600	9810.500	0.1261	3157.900	-50.69	Whistle
913	Spectrogram 1	1	2636.337227063	2637.322608330	5545.455	17181.818	0.9854	11636.364	-48.70	Bout
914	Spectrogram 1	1	2645.110362000	2645.438931099	5000.000	14363.636	0.3286	9363.636	-56.43	Whistle
916	Spectrogram 1	1	2645.627964634	2645.845150709	5727.273	11136.364	0.2172	5409.091	-57.40	Whistle
917	Spectrogram 1	1	2651.166210760	2651.323067370	8772.727	10772.727	0.1569	2000.000	-51.33	Whistle
918	Spectrogram 1	1	2653.217150000	2653.651784731	4378.900	16136.364	0.4346	11757.464	-48.85	Whistle
919	Spectrogram 1	1	2653.820707234	2654.051102000	4818.182	19873.700	0.2304	15055.518	-52.41	Whistle
920	Spectrogram 1	1	2655.892020087	2656.000223000	8363.636	10821.100	0.1082	2457.464	-47.82	Whistle
921	Spectrogram 1	1	2657.508634099	2658.421620008	5181.818	22000.000	0.9130	16818.182	-49.15	Bout
923	Spectrogram 1	1	2665.106124935	2665.890407984	5863.636	15590.909	0.7843	9727.273	-56.81	Whistle
924	Spectrogram 1	1	2668.774156426	2668.931013036	7863.636	13363.636	0.1569	5500.000	-50.24	Whistle
925	Spectrogram 1	1	2669.120416000	2669.290116000	6526.300	15368.400	0.1697	8842.100	-42.84	Whistle
926	Spectrogram 1	1	2673.041463027	2673.159266000	6772.727	9852.600	0.1178	3079.873	-51.84	Whistle
927	Spectrogram 1	1	2674.812655325	2675.375730335	6318.182	12252.600	0.5631	5934.418	-49.33	Whistle
928	Spectrogram 1	1	2675.448125693	2676.908098754	4500.000	21045.455	1.4600	16545.455	-52.32	Bout
930	Spectrogram 1	1	2678.955279821	2679.083982680	6136.364	11073.700	0.1287	4937.336	-47.89	Whistle
931	Spectrogram 1	1	2679.894407392	2680.043220073	7909.091	10454.545	0.1488	2545.455	-48.09	Whistle
932	Spectrogram 1	1	2699.863462745	2700.034824000	7031.600	15272.727	0.1714	8241.127	-60.44	Whistle
933	Spectrogram 1	1	2701.226909872	2702.542092216	4409.091	21545.455	1.3152	17136.364	-44.22	Whistle
934	Spectrogram 1	1	2704.093065000	2704.360020104	2409.091	10526.300	0.2670	8117.209	-48.90	Whistle
935	Spectrogram 1	1	2704.771393880	2706.520948374	2818.182	18545.455	1.7496	15727.273	-56.23	Bout
940	Spectrogram 1	1	2706.524970338	2707.920591969	3500.000	21010.500	1.3956	17510.500	-45.24	Bout
941	Spectrogram 1	1	2708.422829000	2708.616392479	4772.727	9136.800	0.1936	4364.073	-60.71	Whistle
942	Spectrogram 1	1	2708.868896000	2709.163379631	4045.455	16090.909	0.2945	12045.455	-55.83	Whistle
943	Spectrogram 1	1	2709.843091607	2710.037396000	4727.273	6526.300	0.1943	1799.027	-59.84	Whistle
944	Spectrogram 1	1	2716.384158000	2718.212801850	3954.545	17726.300	1.8286	13771.755	-52.61	Whistle
945	Spectrogram 1	1	2719.506630000	2719.737126340	4463.200	11590.909	0.2305	7127.709	-61.02	Whistle
946	Spectrogram 1	1	2719.976940000	2720.091059203	5363.636	10652.600	0.1141	5288.964	-61.12	Whistle
947	Spectrogram 1	1	2720.326036000	2720.495736000	3621.100	10736.800	0.1697	7115.700	-53.61	Whistle
948	Spectrogram 1	1	2721.673935000	2722.643647000	2610.500	18526.300	0.9697	15915.800	-49.68	Bout
949	Spectrogram 1	1	2724.869136000	2725.029138000	3747.400	11284.200	0.1600	7536.800	-62.27	Whistle
950	Spectrogram 1	1	2725.130956000	2725.363686000	2947.400	12210.500	0.2327	9263.100	-56.71	Whistle
951	Spectrogram 1	1	2725.460658000	2725.926931902	3136.364	19954.545	0.4663	16818.182	-63.07	Bout
952	Spectrogram 1	1	2746.144603000	2746.310252092	3181.818	6484.200	0.1656	3302.382	-58.95	Whistle
953	Spectrogram 1	1	2746.788865851	2746.945722460	3727.273	8272.727	0.1569	4545.455	-61.37	Whistle
954	Spectrogram 1	1	2746.962497485	2748.748249658	4636.364	22363.636	1.7858	17727.273	-46.52	Whistle
956	Spectrogram 1	1	2754.535253928	2754.840923219	4772.727	8378.900	0.3057	3606.173	-60.47	Bout
957	Spectrogram 1	1	2755.227031797	2756.421555210	4681.818	22409.091	1.1945	17727.273	-49.79	Whistle
958	Spectrogram 1	1	2756.457416265	2758.850485056	2954.545	22363.636	2.3931	19409.091	-51.78	Bout
960	Spectrogram 1	1	2797.781739000	2798.881104916	2736.800	18318.182	1.0994	15581.382	-55.54	Whistle
961	Spectrogram 1	1	2800.152685000	2801.435053492	2954.545	17852.600	1.2824	14898.055	-58.47	Bout
962	Spectrogram 1	1	2801.573313000	2803.297222988	4954.545	18863.636	1.7239	13909.091	-54.09	Whistle
963	Spectrogram 1	1	2806.245324070	2806.454466216	5954.545	10189.500	0.2091	4234.955	-61.68	Whistle
964	Spectrogram 1	1	2806.567326000	2806.640054000	5684.200	7157.900	0.0727	1473.700	-58.62	Whistle
965	Spectrogram 1	1	2806.722480000	2806.829148000	5473.700	7242.100	0.1067	1768.400	-60.38	Whistle
966	Spectrogram 1	1	2806.877634000	2807.018242000	5052.600	8042.100	0.1406	2989.500	-57.03	Whistle
967	Spectrogram 1	1	2807.129759000	2807.857043000	1894.700	15031.600	0.7273	13136.900	-48.89	Whistle
969	Spectrogram 1	1	2808.461426429	2809.322126801	2947.400	20318.182	0.8607	17370.782	-50.56	Whistle
970	Spectrogram 1	1	2822.538331953	2825.731771650	1454.545	22272.727	3.1934	20818.182	-44.19	Bout
972	Spectrogram 1	1	2826.552253214	2830.043318273	5409.091	22636.364	3.4911	17227.273	-54.06	Whistle
974	Spectrogram 1	1	2835.794729721	2836.691627772	1954.545	15545.455	0.8969	13590.909	-40.36	Whistle
975	Spectrogram 1	1	2836.719781523	2837.085780279	2105.300	8636.364	0.3660	6531.064	-52.25	Bout
978	Spectrogram 1	1	2837.146109744	2837.391449570	4954.545	12715.800	0.2453	7761.255	-59.54	Whistle
979	Spectrogram 1	1	2841.956380322	2842.286181400	3284.200	7772.727	0.3298	4488.527	-61.00	Whistle
980	Spectrogram 1	1	2842.563696940	2842.689090000	2818.182	7545.455	0.1254	4727.273	-53.48	Whistle
981	Spectrogram 1	1	2842.776861051	2842.897578000	3181.818	5642.100	0.1207	2460.282	-53.71	Whistle
982	Spectrogram 1	1	2843.730067813	2845.238304446	4772.727	22227.273	1.5082	17454.545	-52.03	Whistle
983	Spectrogram 1	1	2846.196515478	2848.694155342	4636.364	16909.091	2.4976	12272.727	-56.22	Whistle
985	Spectrogram 1	1	2852.116845748	2853.870422207	5363.636	22363.636	1.7536	17000.000	-45.67	Whistle
986	Spectrogram 1	1	2876.566374322	2876.818097000	6590.909	17936.800	0.2517	11345.891	-63.52	Whistle
987	Spectrogram 1	1	2876.973251000	2877.075071000	6231.600	7789.500	0.1018	1557.900	-62.17	Whistle
988	Spectrogram 1	1	2877.424167000	2878.359939000	7157.900	18778.900	0.9358	11621.000	-59.05	Whistle
989	Spectrogram 1	1	2880.451591888	2880.648668141	4727.273	10318.182	0.1971	5590.909	-56.37	Whistle
990	Spectrogram 1	1	2913.001359092	2913.202457310	4863.636	7045.455	0.2011	2181.818	-59.44	Whistle
991	Spectrogram 1	1	2913.565327000	2913.950542680	4589.500	6545.455	0.3852	1955.955	-57.03	Whistle
992	Spectrogram 1	1	2914.059135717	2914.151640897	4272.727	7454.545	0.0925	3181.818	-58.48	Whistle
993	Spectrogram 1	1	2914.236102149	2914.350793000	4863.636	6736.800	0.1147	1873.164	-56.93	Whistle
994	Spectrogram 1	1	2914.396980723	2914.465354117	5000.000	7863.636	0.0684	2863.636	-60.50	Whistle
995	Spectrogram 1	1	2914.541771440	2914.779067337	5772.727	8000.000	0.2373	2227.273	-58.50	Whistle
996	Spectrogram 1	1	2914.939945911	2915.184745000	8500.000	17347.400	0.2448	8847.400	-58.13	Whistle
997	Spectrogram 1	1	2924.673375000	2925.832181000	3873.700	12884.200	1.1588	9010.500	-49.53	Whistle
998	Spectrogram 1	1	2926.382438131	2927.520654043	3727.273	17642.100	1.1382	13914.827	-48.86	Whistle
999	Spectrogram 1	1	2927.564895651	2927.673488688	5318.182	9909.091	0.1086	4590.909	-54.30	Whistle
1000	Spectrogram 1	1	2927.782081726	2927.967092086	7090.909	9409.091	0.1850	2318.182	-58.93	Whistle
1001	Spectrogram 1	1	2928.510057274	2929.716646580	6045.455	21954.545	1.2066	15909.091	-49.07	Whistle
1002	Spectrogram 1	1	2930.249218000	2931.204774602	1818.182	22000.000	0.9556	20181.818	-40.54	Whistle
1003	Spectrogram 1	1	2931.743717825	2932.556154625	2772.727	22136.364	0.8124	19363.636	-47.34	Whistle
1004	Spectrogram 1	1	2933.030746419	2934.060369294	3045.455	19818.182	1.0296	16772.727	-46.34	Whistle
1005	Spectrogram 1	1	2934.748126409	2935.946275000	2000.000	22227.273	1.1981	20227.273	-47.89	Whistle
1006	Spectrogram 1	1	2942.072124709	2942.341596320	5590.909	8500.000	0.2695	2909.091	-64.01	Whistle
1007	Spectrogram 1	1	2942.671397397	2942.779990435	4926.300	13454.545	0.1086	8528.245	-58.36	Whistle
1008	Spectrogram 1	1	2945.386224547	2945.808244000	4590.909	7590.909	0.4220	3000.000	-46.23	Whistle
1009	Spectrogram 1	1	2947.654612443	2948.024633164	4136.364	8545.455	0.3700	4409.091	-41.01	Whistle
1010	Spectrogram 1	1	2948.820853000	2950.289000306	2000.000	20272.727	1.4681	18272.727	-41.71	Whistle
1011	Spectrogram 1	1	2954.938392310	2955.079161062	2000.000	5500.000	0.1408	3500.000	-46.76	Whistle
1012	Spectrogram 1	1	2967.309958295	2967.398441511	6681.818	11909.091	0.0885	5227.273	-57.42	Whistle
1013	Spectrogram 1	1	2967.462792941	2967.822356000	8000.000	11200.000	0.3596	3200.000	-54.01	Whistle
1014	Spectrogram 1	1	2971.243440644	2971.585307615	3136.364	15681.818	0.3419	12545.455	-58.27	Whistle
1015	Spectrogram 1	1	2977.708568000	2977.867617147	8673.700	10947.400	0.1590	2273.700	-53.70	Whistle
1016	Spectrogram 1	1	2978.843130000	2979.444352000	3590.909	15000.000	0.6012	11409.091	-44.26	Whistle
1017	Spectrogram 1	1	2979.803145000	2980.071654823	4227.273	14736.800	0.2685	10509.527	-52.61	Whistle
1019	Spectrogram 1	1	2980.107852503	2980.658861619	8590.909	20589.500	0.5510	11998.591	-50.23	Bout
1020	Spectrogram 1	1	2980.768008000	2981.161607163	9894.700	15727.273	0.3936	5832.573	-54.30	Whistle
1021	Spectrogram 1	1	2981.278244130	2981.543693777	7409.091	15000.000	0.2654	7590.909	-53.35	Whistle
1022	Spectrogram 1	1	2981.608045207	2983.663268992	4863.636	19181.818	2.0552	14318.182	-58.27	Whistle
1023	Spectrogram 1	1	2986.770523000	2987.053786153	5263.200	13045.455	0.2833	7782.255	-53.34	Whistle
1024	Spectrogram 1	1	2987.242818478	2987.459019000	4818.182	8547.400	0.2162	3729.218	-44.49	Whistle
1025	Spectrogram 1	1	2988.023079562	2988.137817000	4042.100	6409.091	0.1147	2366.991	-52.50	Whistle
1026	Spectrogram 1	1	2990.106332000	2991.429989000	1515.800	16000.000	1.3237	14484.200	-40.84	Whistle
1027	Spectrogram 1	1	2991.454231000	2992.420795619	2909.091	19590.909	0.9666	16681.818	-40.88	Bout
1029	Spectrogram 1	1	2993.713660000	2993.953164038	2231.600	8909.091	0.2395	6677.491	-47.36	Whistle
1030	Spectrogram 1	1	2997.239109646	2997.605108402	3045.455	10090.909	0.3660	7045.455	-49.59	Whistle
1031	Spectrogram 1	1	3014.296265315	3015.333385000	2863.636	12800.000	1.0371	9936.364	-44.56	Whistle
1032	Spectrogram 1	1	3016.749663571	3018.209636632	4000.000	16772.727	1.4600	12772.727	-50.42	Whistle
1033	Spectrogram 1	1	3019.709830546	3019.983324123	4926.300	9727.273	0.2735	4800.973	-44.98	Whistle
1034	Spectrogram 1	1	3020.043653588	3020.397586451	3409.091	16727.273	0.3539	13318.182	-40.78	Whistle
1035	Spectrogram 1	1	3020.908375924	3021.757010403	2545.455	9318.182	0.8486	6772.727	-35.78	Bout
1037	Spectrogram 1	1	3021.801252011	3022.320085412	3705.300	7863.636	0.5188	4158.336	-38.28	Whistle
1038	Spectrogram 1	1	3023.828060000	3024.535950000	2772.727	9431.600	0.7079	6658.873	-42.42	Whistle
1039	Spectrogram 1	1	3027.661256496	3028.340968472	7031.600	17454.545	0.6797	10422.945	-66.26	Whistle
1040	Spectrogram 1	1	3028.859801874	3029.908153000	2727.273	14136.364	1.0484	11409.091	-36.54	Whistle
1041	Spectrogram 1	1	3031.441904200	3033.263854052	2363.636	14694.700	1.8219	12331.064	-46.52	Whistle
1042	Spectrogram 1	1	3033.694204238	3034.713075000	2681.818	17094.700	1.0189	14412.882	-36.52	Whistle
1043	Spectrogram 1	1	3055.859255848	3056.020134422	3863.636	19318.182	0.1609	15454.545	-50.58	Whistle
1044	Spectrogram 1	1	3068.604864518	3068.749655235	3727.273	9227.273	0.1448	5500.000	-46.77	Whistle
1045	Spectrogram 1	1	3105.230518000	3105.671737000	4500.000	12631.600	0.4412	8131.600	-54.89	Whistle
1046	Spectrogram 1	1	3107.819649000	3108.013591000	10021.100	19621.100	0.1939	9600.000	-68.62	Whistle
1047	Spectrogram 1	1	3108.173594000	3108.542084000	3000.000	17052.600	0.3685	14052.600	-40.76	Whistle
1048	Spectrogram 1	1	3153.696715000	3154.031410405	2000.000	7181.818	0.3347	5181.818	-40.10	Whistle
1049	Spectrogram 1	1	3175.840084000	3176.009783000	2821.100	10610.500	0.1697	7789.400	-51.40	Whistle
1050	Spectrogram 1	1	3257.971063057	3258.135963596	5454.545	8210.500	0.1649	2755.955	-54.66	Whistle
1051	Spectrogram 1	1	3259.326466255	3259.487344829	5000.000	8636.364	0.1609	3636.364	-46.91	Whistle
1052	Spectrogram 1	1	3259.547674295	3259.618336000	5810.500	7363.636	0.0707	1553.136	-48.67	Whistle
1053	Spectrogram 1	1	3259.657124000	3259.744750548	5454.545	8000.000	0.0876	2545.455	-43.23	Whistle
1054	Spectrogram 1	1	3259.821975000	3259.877475372	5936.800	8863.636	0.0555	2926.836	-49.21	Whistle
1055	Spectrogram 1	1	3259.986826000	3260.110749304	6231.600	8954.545	0.1239	2722.945	-50.89	Whistle
1056	Spectrogram 1	1	3261.023735213	3261.116541000	4545.455	9178.900	0.0928	4633.445	-52.07	Whistle
1057	Spectrogram 1	1	3261.168525929	3261.257009145	5454.545	13818.182	0.0885	8363.636	-49.23	Whistle
1058	Spectrogram 1	1	3261.277118967	3261.401799862	5431.600	16909.091	0.1247	11477.491	-54.14	Whistle
1059	Spectrogram 1	1	3263.095046855	3263.540820000	7590.909	17810.500	0.4458	10219.591	-62.03	Whistle
1060	Spectrogram 1	1	3264.389318000	3264.631438449	6652.600	11000.000	0.2421	4347.400	-51.34	Whistle
1061	Spectrogram 1	1	3267.402571889	3267.937493148	6045.455	15363.636	0.5349	9318.182	-56.53	Whistle
1062	Spectrogram 1	1	3456.366575203	3456.994001642	1727.273	5681.818	0.6274	3954.545	-40.38	Whistle
1063	Spectrogram 1	1	3458.393645238	3458.823995424	1454.545	7136.364	0.4304	5681.818	-44.72	Whistle
1064	Spectrogram 1	1	3463.795145787	3464.394418476	1684.200	6818.182	0.5993	5133.982	-41.21	Whistle
1065	Spectrogram 1	1	3464.611604551	3465.126415988	1010.500	6136.364	0.5148	5125.864	-44.55	Whistle
1066	Spectrogram 1	1	3903.601088533	3903.778498000	7363.636	10821.100	0.1774	3457.464	-58.04	Whistle
1067	Spectrogram 1	1	3904.423357000	3904.539722000	7031.600	12926.300	0.1164	5894.700	-55.09	Whistle
1068	Spectrogram 1	1	3904.622148000	3906.348091397	5090.909	22681.818	1.7259	17590.909	-48.70	Bout
1070	Spectrogram 1	1	3906.534428311	3908.175389768	5545.455	22454.545	1.6410	16909.091	-43.49	Whistle
1072	Spectrogram 1	1	3909.293496208	3910.286921404	5000.000	12454.545	0.9934	7454.545	-44.43	Whistle
1073	Spectrogram 1	1	3912.804671090	3914.003216467	5227.273	11318.182	1.1985	6090.909	-53.41	Whistle
1074	Spectrogram 1	1	3919.696308000	3919.802891487	6500.000	13181.818	0.1066	6681.818	-50.95	Whistle
1075	Spectrogram 1	1	3922.252267779	3922.348794924	7863.636	12000.000	0.0965	4136.364	-51.64	Whistle
1076	Spectrogram 1	1	3925.055578145	3925.144061360	6909.091	10954.545	0.0885	4045.455	-53.80	Whistle
1077	Spectrogram 1	1	3925.425598865	3925.493972259	7181.818	11045.455	0.0684	3863.636	-60.37	Whistle
1078	Spectrogram 1	1	3925.823773336	3925.928344410	7115.800	13454.545	0.1046	6338.745	-49.05	Whistle
1079	Spectrogram 1	1	3932.516324443	3932.584697837	6636.364	11157.900	0.0684	4521.536	-54.79	Whistle
