Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Begin Date Time	End Date Time	Delta Time (s)	signalType	species	deploymentType	deploymentID	selectionID
265	Spectrogram 1	1	F_D07_20231012_202800.WAV	F_D07_20231012_202800.WAV	6288.621239585	6289.916558571	2988.679	20920.755	20812.5	2023-10-12 20:28:54.6212	2023-10-12 20:28:55.9166	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_265_delphinidae_whistles
266	Spectrogram 1	1	F_D07_20231012_203200.WAV	F_D07_20231012_203200.WAV	6339.639077361	6340.934396347	4256.604	22188.679	6750	2023-10-12 20:32:45.6391	2023-10-12 20:32:46.9344	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_266_delphinidae_whistles
267	Spectrogram 1	1	F_D07_20231012_203600.WAV	F_D07_20231012_203600.WAV	6385.178675637	6386.473994624	4618.868	22550.943	16500	2023-10-12 20:36:31.1787	2023-10-12 20:36:32.474	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_267_delphinidae_whistles
268	Spectrogram 1	1	F_D07_20231012_204800.WAV	F_D07_20231012_204800.WAV	6430.93367369	6432.876177417	3894.34	22822.642	6375	2023-10-12 20:48:16.9337	2023-10-12 20:48:18.8762	1.9425	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_268_delphinidae_whistles
269	Spectrogram 1	1	F_D07_20231012_204800.WAV	F_D07_20231012_204800.WAV	6442.900801824	6444.906856187	3532.075	23366.038	6375	2023-10-12 20:48:28.9008	2023-10-12 20:48:30.9069	2.0061	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_269_delphinidae_whistles
270	Spectrogram 1	1	F_D07_20231012_205200.WAV	F_D07_20231012_205200.WAV	6477.062085509	6478.357404495	4437.736	22369.811	6375	2023-10-12 20:52:03.0621	2023-10-12 20:52:04.3574	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_270_delphinidae_whistles
271	Spectrogram 1	1	F_D07_20231012_205200.WAV	F_D07_20231012_205200.WAV	6495.530040433	6497.250116929	3532.075	21735.849	8625	2023-10-12 20:52:21.53	2023-10-12 20:52:23.2501	1.7201	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_271_delphinidae_whistles
272	Spectrogram 1	1	F_D07_20231012_205200.WAV	F_D07_20231012_205200.WAV	6498.048234432	6499.343553419	6430.189	24362.264	15375	2023-10-12 20:52:24.0482	2023-10-12 20:52:25.3436	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_272_delphinidae_whistles
273	Spectrogram 1	1	F_D07_20231012_205600.WAV	F_D07_20231012_205600.WAV	6537.37147189	6538.666790877	3713.208	21645.283	11062.5	2023-10-12 20:56:03.3715	2023-10-12 20:56:04.6668	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_273_delphinidae_whistles
274	Spectrogram 1	1	F_D07_20231012_205600.WAV	F_D07_20231012_205600.WAV	6557.967176574	6559.70314073	5343.396	23003.774	6375	2023-10-12 20:56:23.9672	2023-10-12 20:56:25.7031	1.736	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_274_delphinidae_whistles
275	Spectrogram 1	1	F_D07_20231012_205600.WAV	F_D07_20231012_205600.WAV	6573.428956361	6575.252302643	4075.472	23003.774	15562.5	2023-10-12 20:56:39.429	2023-10-12 20:56:41.2523	1.8233	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_275_delphinidae_whistles
276	Spectrogram 1	1	F_D07_20231012_210000.WAV	F_D07_20231012_210000.WAV	6594.413025263	6595.70834425	3894.34	21826.415	6375	2023-10-12 21:00:00.413	2023-10-12 21:00:01.7083	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_276_delphinidae_whistles
277	Spectrogram 1	1	F_D07_20231012_210000.WAV	F_D07_20231012_210000.WAV	6613.027834685	6614.875012456	4256.604	22460.377	15000	2023-10-12 21:00:19.0278	2023-10-12 21:00:20.875	1.8472	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_277_delphinidae_whistles
278	Spectrogram 1	1	F_D07_20231012_210000.WAV	F_D07_20231012_210000.WAV	6627.620818018	6628.916137005	3713.208	21645.283	13875	2023-10-12 21:00:33.6208	2023-10-12 21:00:34.9161	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_278_delphinidae_whistles
279	Spectrogram 1	1	F_D07_20231012_210000.WAV	F_D07_20231012_210000.WAV	6634.090731655	6636.025291552	4075.472	23547.17	16687.5	2023-10-12 21:00:40.0907	2023-10-12 21:00:42.0253	1.9346	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_279_delphinidae_whistles
280	Spectrogram 1	1	F_D07_20231012_210000.WAV	F_D07_20231012_210000.WAV	6638.126197118	6639.421516104	2988.679	20920.755	13312.5	2023-10-12 21:00:44.1262	2023-10-12 21:00:45.4215	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_280_delphinidae_whistles
281	Spectrogram 1	1	F_D07_20231012_210400.WAV	F_D07_20231012_210400.WAV	6662.027376271	6664.867532748	4618.868	21916.981	13500	2023-10-12 21:04:08.0274	2023-10-12 21:04:10.8675	2.8402	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_281_delphinidae_whistles
282	Spectrogram 1	1	F_D07_20231012_210800.WAV	F_D07_20231012_210800.WAV	6736.40864339	6737.703962376	3350.943	21283.019	10687.5	2023-10-12 21:08:22.4086	2023-10-12 21:08:23.704	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_282_delphinidae_whistles
283	Spectrogram 1	1	F_D07_20231012_211200.WAV	F_D07_20231012_211200.WAV	6800.025635699	6801.475621987	3894.34	23366.038	15000	2023-10-12 21:12:26.0256	2023-10-12 21:12:27.4756	1.45	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_283_delphinidae_whistles
284	Spectrogram 1	1	F_D07_20231012_212000.WAV	F_D07_20231012_212000.WAV	6849.432937406	6851.049744117	4256.604	23184.906	13687.5	2023-10-12 21:20:15.4329	2023-10-12 21:20:17.0497	1.6168	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_284_delphinidae_whistles
285	Spectrogram 1	1	F_D07_20231012_212400.WAV	F_D07_20231012_212400.WAV	6925.288407523	6926.730449982	4075.472	22098.113	8812.5	2023-10-12 21:24:31.2884	2023-10-12 21:24:32.7304	1.442	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_285_delphinidae_whistles
286	Spectrogram 1	1	F_D07_20231012_212400.WAV	F_D07_20231012_212400.WAV	6933.538720819	6935.433561568	3894.34	23184.906	13500	2023-10-12 21:24:39.5387	2023-10-12 21:24:41.4336	1.8948	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_286_delphinidae_whistles
287	Spectrogram 1	1	F_D07_20231012_212400.WAV	F_D07_20231012_212400.WAV	6947.962210083	6949.872938491	4437.736	22641.509	13687.5	2023-10-12 21:24:53.9622	2023-10-12 21:24:55.8729	1.9107	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_287_delphinidae_whistles
288	Spectrogram 1	1	F_D07_20231012_212800.WAV	F_D07_20231012_212800.WAV	6976.511356913	6978.271152557	3169.811	22822.642	15000	2023-10-12 21:28:22.5114	2023-10-12 21:28:24.2712	1.7598	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_288_delphinidae_whistles
289	Spectrogram 1	1	F_D07_20231012_212800.WAV	F_D07_20231012_212800.WAV	6989.206300145	6990.95020813	4256.604	22279.245	13500	2023-10-12 21:28:35.2063	2023-10-12 21:28:36.9502	1.7439	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_289_delphinidae_whistles
290	Spectrogram 1	1	F_D07_20231012_214000.WAV	F_D07_20231012_214000.WAV	7048.991447541	7050.286766527	4800	22732.075	6375	2023-10-12 21:40:34.9914	2023-10-12 21:40:36.2868	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_290_delphinidae_whistles
291	Spectrogram 1	1	F_D07_20231012_214000.WAV	F_D07_20231012_214000.WAV	7051.080674739	7052.375993725	2807.547	20739.623	9000	2023-10-12 21:40:37.0807	2023-10-12 21:40:38.376	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_291_delphinidae_whistles
292	Spectrogram 1	1	F_D07_20231012_214400.WAV	F_D07_20231012_214400.WAV	7086.640892771	7088.265643312	4800	23184.906	9187.5	2023-10-12 21:44:12.6409	2023-10-12 21:44:14.2656	1.6248	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_292_delphinidae_whistles
293	Spectrogram 1	1	F_D07_20231012_214400.WAV	F_D07_20231012_214400.WAV	7099.533626704	7101.158377245	5841.509	24226.415	12562.5	2023-10-12 21:44:25.5336	2023-10-12 21:44:27.1584	1.6248	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_293_delphinidae_whistles
294	Spectrogram 1	1	F_D07_20231012_214800.WAV	F_D07_20231012_214800.WAV	7184.755402498	7185.75842968	2400	15939.623	4125	2023-10-12 21:48:50.7554	2023-10-12 21:48:51.7584	1.003	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_294_delphinidae_whistles
295	Spectrogram 1	1	F_D07_20231012_215200.WAV	F_D07_20231012_215200.WAV	7211.679920478	7213.304671019	4030.189	22415.094	13312.5	2023-10-12 21:52:17.6799	2023-10-12 21:52:19.3047	1.6248	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_295_delphinidae_whistles
296	Spectrogram 1	1	F_D07_20231012_215200.WAV	F_D07_20231012_215200.WAV	7214.126620011	7216.337109299	7064.151	26400	13312.5	2023-10-12 21:52:20.1266	2023-10-12 21:52:22.3371	2.2105	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_296_delphinidae_whistles
297	Spectrogram 1	1	F_D07_20231012_215200.WAV	F_D07_20231012_215200.WAV	7233.090658791	7234.715409332	4800	23184.906	12750	2023-10-12 21:52:39.0907	2023-10-12 21:52:40.7154	1.6248	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_297_delphinidae_whistles
298	Spectrogram 1	1	F_D07_20231012_220000.WAV	F_D07_20231012_220000.WAV	7260.476517184	7262.101267725	4573.585	22958.491	14812.5	2023-10-12 22:00:06.4765	2023-10-12 22:00:08.1013	1.6248	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_298_delphinidae_whistles
299	Spectrogram 1	1	F_D07_20231012_220000.WAV	F_D07_20231012_220000.WAV	7270.694752437	7272.319502978	3305.66	21690.566	6000	2023-10-12 22:00:16.6948	2023-10-12 22:00:18.3195	1.6248	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_299_delphinidae_whistles
300	Spectrogram 1	1	F_D07_20231012_220000.WAV	F_D07_20231012_220000.WAV	7278.095964065	7281.323263549	4935.849	28075.472	12375	2023-10-12 22:00:24.096	2023-10-12 22:00:27.3233	3.2273	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_300_delphinidae_whistles
301	Spectrogram 1	1	F_D07_20231012_220000.WAV	F_D07_20231012_220000.WAV	7289.336632355	7291.681114425	4449.057	29966.038	12937.5	2023-10-12 22:00:35.3366	2023-10-12 22:00:37.6811	2.3445	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_301_delphinidae_whistles
302	Spectrogram 1	1	F_D07_20231012_220000.WAV	F_D07_20231012_220000.WAV	7293.435648454	7295.780130524	3181.132	28698.113	13875	2023-10-12 22:00:39.4356	2023-10-12 22:00:41.7801	2.3445	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_302_delphinidae_whistles
303	Spectrogram 1	1	F_D07_20231012_220000.WAV	F_D07_20231012_220000.WAV	7302.480562083	7305.877075421	2456.604	27894.34	9000	2023-10-12 22:00:48.4806	2023-10-12 22:00:51.8771	3.3965	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_303_delphinidae_whistles
304	Spectrogram 1	1	F_D07_20231012_220400.WAV	F_D07_20231012_220400.WAV	7337.758980523	7339.010659854	2043.396	17881.132	2062.5	2023-10-12 22:04:23.759	2023-10-12 22:04:25.0107	1.2517	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_304_delphinidae_whistles
305	Spectrogram 1	1	F_D07_20231012_221200.WAV	F_D07_20231012_221200.WAV	7388.44332565	7411.269387833	9290.323	48000	22500	2023-10-12 22:12:14.4433	2023-10-12 22:12:37.2694	22.8261	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_305_delphinidae_clicks
306	Spectrogram 1	1	F_D07_20231012_221200.WAV	F_D07_20231012_221200.WAV	7424.875200273	7426.516127258	2275.472	23547.17	11250	2023-10-12 22:12:50.8752	2023-10-12 22:12:52.5161	1.6409	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_306_delphinidae_whistles
307	Spectrogram 1	1	F_D07_20231012_221600.WAV	F_D07_20231012_221600.WAV	7435.560051542	7437.359855119	4488.679	27390.566	16500	2023-10-12 22:16:01.5601	2023-10-12 22:16:03.3599	1.7998	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_307_delphinidae_whistles
308	Spectrogram 1	1	F_D07_20231012_224001.WAV	F_D07_20231012_224001.WAV	7511.253208713	7512.947493467	3104.717	25151.887	11250	2023-10-12 22:40:18.2532	2023-10-12 22:40:19.9475	1.6943	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_308_delphinidae_whistles
309	Spectrogram 1	1	F_D07_20231012_224001.WAV	F_D07_20231012_224001.WAV	7515.217179709	7516.911464463	4916.038	26963.208	6375	2023-10-12 22:40:22.2172	2023-10-12 22:40:23.9115	1.6943	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_309_delphinidae_whistles
310	Spectrogram 1	1	F_D07_20231012_224001.WAV	F_D07_20231012_224001.WAV	7524.772220872	7526.466505625	3104.717	25151.887	15562.5	2023-10-12 22:40:31.7722	2023-10-12 22:40:33.4665	1.6943	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_310_delphinidae_whistles
311	Spectrogram 1	1	F_D07_20231012_224001.WAV	F_D07_20231012_224001.WAV	7546.383041323	7548.077326076	5821.698	27868.868	15375	2023-10-12 22:40:53.383	2023-10-12 22:40:55.0773	1.6943	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_311_delphinidae_whistles
312	Spectrogram 1	1	F_D07_20231012_225201.WAV	F_D07_20231012_225201.WAV	7553.155503157	7554.849787911	4916.038	26963.208	15750	2023-10-12 22:52:01.1555	2023-10-12 22:52:02.8498	1.6943	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_312_delphinidae_whistles
313	Spectrogram 1	1	F_D07_20231012_225201.WAV	F_D07_20231012_225201.WAV	7564.74714684	7566.441431594	3104.717	25151.887	3187.5	2023-10-12 22:52:12.7471	2023-10-12 22:52:14.4414	1.6943	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_313_delphinidae_whistles
314	Spectrogram 1	1	F_D07_20231012_230401.WAV	F_D07_20231012_230401.WAV	7635.238655512	7637.42036127	3829.245	25539.623	14625	2023-10-12 23:04:24.2387	2023-10-12 23:04:26.4204	2.1817	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_314_delphinidae_whistles
315	Spectrogram 1	1	F_D07_20231012_230401.WAV	F_D07_20231012_230401.WAV	7641.458674128	7644.22822328	3104.717	25151.887	21937.5	2023-10-12 23:04:30.4587	2023-10-12 23:04:33.2282	2.7695	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_315_delphinidae_whistles
316	Spectrogram 1	1	F_D07_20231012_232801.WAV	F_D07_20231012_232801.WAV	7721.566640541	7723.260925295	4553.774	26600.943	14250	2023-10-12 23:28:51.5666	2023-10-12 23:28:53.2609	1.6943	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_316_delphinidae_whistles
317	Spectrogram 1	1	F_D07_20231012_234800.WAV	F_D07_20231012_234800.WAV	7739.466206149	7741.385765529	3466.981	25514.151	10687.5	2023-10-12 23:48:09.4662	2023-10-12 23:48:11.3858	1.9196	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_317_delphinidae_whistles
318	Spectrogram 1	1	F_D07_20231012_234800.WAV	F_D07_20231012_234800.WAV	7742.014751769	7743.934311149	5278.302	27325.472	16687.5	2023-10-12 23:48:12.0148	2023-10-12 23:48:13.9343	1.9196	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_318_delphinidae_whistles
319	Spectrogram 1	1	F_D07_20231012_234800.WAV	F_D07_20231012_234800.WAV	7745.183627951	7746.945734435	2548.585	16651.415	7312.5	2023-10-12 23:48:15.1836	2023-10-12 23:48:16.9457	1.7621	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_319_delphinidae_whistles
320	Spectrogram 1	1	F_D07_20231012_234800.WAV	F_D07_20231012_234800.WAV	7748.194339388	7749.956445873	3816.509	17919.34	10312.5	2023-10-12 23:48:18.1943	2023-10-12 23:48:19.9564	1.7621	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_320_delphinidae_whistles
321	Spectrogram 1	1	F_D07_20231012_234800.WAV	F_D07_20231012_234800.WAV	7750.470000015	7752.2321065	3816.509	17919.34	16500	2023-10-12 23:48:20.47	2023-10-12 23:48:22.2321	1.7621	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_321_delphinidae_whistles
322	Spectrogram 1	1	F_D07_20231012_234800.WAV	F_D07_20231012_234800.WAV	7754.044723358	7755.806829843	2548.585	16651.415	10312.5	2023-10-12 23:48:24.0447	2023-10-12 23:48:25.8068	1.7621	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_322_delphinidae_whistles
323	Spectrogram 1	1	F_D07_20231012_234800.WAV	F_D07_20231012_234800.WAV	7756.245164171	7758.007270656	2548.585	16651.415	10875	2023-10-12 23:48:26.2452	2023-10-12 23:48:28.0073	1.7621	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_323_delphinidae_whistles
324	Spectrogram 1	1	F_D07_20231012_234800.WAV	F_D07_20231012_234800.WAV	7760.535005115	7762.321654938	5990.094	24996.226	17062.5	2023-10-12 23:48:30.535	2023-10-12 23:48:32.3217	1.7866	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_324_delphinidae_whistles
325	Spectrogram 1	1	F_D07_20231012_234800.WAV	F_D07_20231012_234800.WAV	7768.434956043	7770.221605866	5990.094	24996.226	13125	2023-10-12 23:48:38.435	2023-10-12 23:48:40.2216	1.7866	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_325_delphinidae_whistles
326	Spectrogram 1	1	F_D07_20231012_234800.WAV	F_D07_20231012_234800.WAV	7771.850802793	7773.637452615	5990.094	24996.226	13312.5	2023-10-12 23:48:41.8508	2023-10-12 23:48:43.6375	1.7866	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_326_delphinidae_whistles
327	Spectrogram 1	1	F_D07_20231012_234800.WAV	F_D07_20231012_234800.WAV	7777.896057157	7779.68270698	5990.094	24996.226	21750	2023-10-12 23:48:47.8961	2023-10-12 23:48:49.6827	1.7866	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_327_delphinidae_whistles
328	Spectrogram 1	1	F_D07_20231012_234800.WAV	F_D07_20231012_234800.WAV	7781.342365761	7783.129015584	5990.094	24996.226	6375	2023-10-12 23:48:51.3424	2023-10-12 23:48:53.129	1.7866	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_328_delphinidae_whistles
329	Spectrogram 1	1	F_D07_20231012_235600.WAV	F_D07_20231012_235600.WAV	7790.746537268	7792.53318709	2632.783	21638.915	10687.5	2023-10-12 23:56:00.7465	2023-10-12 23:56:02.5332	1.7866	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_329_delphinidae_whistles
330	Spectrogram 1	1	F_D07_20231012_235600.WAV	F_D07_20231012_235600.WAV	7827.426613245	7829.213263068	5990.094	24996.226	19125	2023-10-12 23:56:37.4266	2023-10-12 23:56:39.2133	1.7866	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_330_delphinidae_whistles
331	Spectrogram 1	1	F_D07_20231013_000001.WAV	F_D07_20231013_000001.WAV	7862.205739436	7863.992389258	7161.085	26167.217	10312.5	2023-10-13 00:00:13.2057	2023-10-13 00:00:14.9924	1.7866	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_331_delphinidae_whistles
332	Spectrogram 1	1	F_D07_20231013_001200.WAV	F_D07_20231013_001200.WAV	7921.842256126	7923.628905948	5990.094	24996.226	6562.5	2023-10-13 00:12:12.8423	2023-10-13 00:12:14.6289	1.7866	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_332_delphinidae_whistles
333	Spectrogram 1	1	F_D07_20231013_001200.WAV	F_D07_20231013_001200.WAV	7926.139867967	7927.926517789	5990.094	24996.226	14062.5	2023-10-13 00:12:17.1399	2023-10-13 00:12:18.9265	1.7866	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_333_delphinidae_whistles
334	Spectrogram 1	1	F_D07_20231013_001600.WAV	F_D07_20231013_001600.WAV	7985.664529494	7987.209248436	2066.649	15024.26	2250	2023-10-13 00:16:16.6645	2023-10-13 00:16:18.2092	1.5447	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_334_delphinidae_whistles
335	Spectrogram 1	1	F_D07_20231013_001600.WAV	F_D07_20231013_001600.WAV	7989.851161425	7991.395880368	1769.661	14727.273	6375	2023-10-13 00:16:20.8512	2023-10-13 00:16:22.3959	1.5447	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_335_delphinidae_whistles
336	Spectrogram 1	1	F_D07_20231013_001600.WAV	F_D07_20231013_001600.WAV	7994.271923417	7995.816642359	1769.661	14727.273	8250	2023-10-13 00:16:25.2719	2023-10-13 00:16:26.8166	1.5447	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_336_delphinidae_whistles
337	Spectrogram 1	1	F_D07_20231013_001600.WAV	F_D07_20231013_001600.WAV	7997.308274338	7998.852993281	2612.103	15569.715	2625	2023-10-13 00:16:28.3083	2023-10-13 00:16:29.853	1.5447	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_337_delphinidae_whistles
338	Spectrogram 1	1	F_D07_20231013_010001.WAV	F_D07_20231013_010001.WAV	8029.465048641	8031.009767583	10066.649	23024.26	15750	2023-10-13 01:00:01.465	2023-10-13 01:00:03.0098	1.5447	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_338_delphinidae_whistles
339	Spectrogram 1	1	F_D07_20231013_010401.WAV	F_D07_20231013_010401.WAV	8103.485349449	8105.083867204	6066.649	27272.727	10500	2023-10-13 01:04:16.4853	2023-10-13 01:04:18.0839	1.5985	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_339_delphinidae_whistles
340	Spectrogram 1	1	F_D07_20231013_074000.WAV	F_D07_20231013_080000.WAV	8154.989080582	8377.050937916	10064.516	38322.581	21937.5	2023-10-13 07:40:07.9891	2023-10-13 08:00:50.0509	222.0619	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_340_delphinidae_clicks
341	Spectrogram 1	1	F_D07_20231013_082400.WAV	F_D07_20231013_082400.WAV	8405.934578591	8414.10978318	5246.964	48000	23625	2023-10-13 08:24:18.9346	2023-10-13 08:24:27.1098	8.1752	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_341_delphinidae_clicks
342	Spectrogram 1	1	F_D07_20231013_084000.WAV	F_D07_20231013_084000.WAV	8455.867773095	8464.131303736	5246.964	40421.053	6375	2023-10-13 08:40:08.8678	2023-10-13 08:40:17.1313	8.2635	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_342_delphinidae_clicks
343	Spectrogram 1	1	F_D07_20231013_092400.WAV	F_D07_20231013_092400.WAV	8621.475423771	8622.405675027	2748.269	9481.529	3562.5	2023-10-13 09:24:54.4754	2023-10-13 09:24:55.4057	0.9303	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_343_delphinidae_whistles
344	Spectrogram 1	1	F_D07_20231013_092400.WAV	F_D07_20231013_092400.WAV	8625.528661388	8626.458912644	2748.269	9481.529	6750	2023-10-13 09:24:58.5287	2023-10-13 09:24:59.4589	0.9303	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_344_delphinidae_whistles
345	Spectrogram 1	1	F_D07_20231013_110800.WAV	F_D07_20231013_114800.WAV	8627.685283566	8900.974527376	8356.275	48000	22500	2023-10-13 11:08:00.6853	2023-10-13 11:48:33.9745	273.2892	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_345_delphinidae_clicks
346	Spectrogram 1	1	F_D07_20231013_141200.WAV	F_D07_20231013_142400.WAV	8936.315303054	9045.252710293	14574.899	48000	14625	2023-10-13 14:12:09.3153	2023-10-13 14:24:58.2527	108.9374	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_346_delphinidae_clicks
347	Spectrogram 1	1	F_D07_20231013_145600.WAV	F_D07_20231013_145600.WAV	9083.589177126	9088.590787777	8939.271	38866.397	16875	2023-10-13 14:56:36.5892	2023-10-13 14:56:41.5908	5.0016	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_347_delphinidae_clicks
348	Spectrogram 1	1	F_D07_20231013_145600.WAV	F_D07_20231013_145600.WAV	9084.765097441	9086.309816384	4793.922	17751.533	10500	2023-10-13 14:56:37.7651	2023-10-13 14:56:39.3098	1.5447	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_348_delphinidae_whistles
349	Spectrogram 1	1	F_D07_20231013_150000.WAV	F_D07_20231013_150000.WAV	9136.977273229	9138.224505669	6412.955	18461.538	12750	2023-10-13 15:00:29.9773	2023-10-13 15:00:31.2245	1.2472	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_349_delphinidae_whistles
350	Spectrogram 1	1	F_D07_20231013_150000.WAV	F_D07_20231013_150000.WAV	9150.314280225	9164.811702402	15157.895	38866.397	22125	2023-10-13 15:00:43.3143	2023-10-13 15:00:57.8117	14.4974	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_350_delphinidae_clicks
351	Spectrogram 1	1	F_D07_20231013_150800.WAV	F_D07_20231013_150800.WAV	9225.274372709	9226.984104079	4909.091	17569.715	12937.5	2023-10-13 15:08:58.2744	2023-10-13 15:08:59.9841	1.7097	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_351_delphinidae_whistles
352	Spectrogram 1	1	F_D07_20231013_151200.WAV	F_D07_20231013_152000.WAV	9228.723221921	9363.853292115	7058.824	48000	22687.5	2023-10-13 15:12:01.7232	2023-10-13 15:20:16.8533	135.1301	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_352_delphinidae_clicks
