Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
742	Spectrogram 1	1	3363.477351000	3364.697160000	4181.800	10681.800	1.2198	6500.000	-85.34	Bout
743	Spectrogram 1	1	3431.409499000	3431.727234000	5409.100	9727.300	0.3177	4318.200	-91.70	Whistle
744	Spectrogram 1	1	3431.775498000	3431.900178000	6227.300	8272.700	0.1247	2045.400	-73.86	Whistle
745	Spectrogram 1	1	3432.382815000	3432.483364000	5727.300	8227.300	0.1005	2500.000	-78.19	Whistle
746	Spectrogram 1	1	3450.952226000	3451.278005000	5409.100	13500.000	0.3258	8090.900	-86.60	Whistle
747	Spectrogram 1	1	3451.323955000	3452.046973000	4290.766	9524.558	0.7230	5233.792	-76.04	Whistle
748	Spectrogram 1	1	3452.504704000	3452.947120000	7090.900	12181.800	0.4424	5090.900	-72.23	Whistle
749	Spectrogram 1	1	3454.451336000	3454.761027000	4636.400	11545.500	0.3097	6909.100	-86.93	Whistle
750	Spectrogram 1	1	3459.759158000	3460.089680000	3300.589	6271.120	0.3305	2970.531	-68.28	Whistle
751	Spectrogram 1	1	3466.847032000	3467.550876000	5136.400	10181.800	0.7038	5045.400	-80.71	Whistle
752	Spectrogram 1	1	3467.768063000	3468.443753000	5500.000	11000.000	0.6757	5500.000	-74.56	Whistle
753	Spectrogram 1	1	3469.316519000	3470.149951000	3442.043	22045.500	0.8334	18603.457	-59.55	Whistle
754	Spectrogram 1	1	3470.563328000	3470.728229000	10000.000	22727.300	0.1649	12727.300	-67.80	Whistle
755	Spectrogram 1	1	3471.432072000	3471.894598000	5818.200	10409.100	0.4625	4590.900	-80.78	Whistle
756	Spectrogram 1	1	3480.461381000	3480.686611000	5545.500	7272.700	0.2252	1727.200	-77.28	Whistle
757	Spectrogram 1	1	3482.999242000	3483.530141000	4000.000	8318.200	0.5309	4318.200	-79.35	Whistle
758	Spectrogram 1	1	3487.214262000	3487.660700000	7000.000	11227.300	0.4464	4227.300	-72.39	Whistle
759	Spectrogram 1	1	3490.580647000	3491.131227000	5988.212	10045.500	0.5506	4057.288	-75.19	Whistle
760	Spectrogram 1	1	3491.264381000	3491.811368000	7090.900	10318.200	0.5470	3227.300	-79.73	Whistle
761	Spectrogram 1	1	3492.796749000	3493.603258000	5272.700	10727.300	0.8065	5454.600	-90.76	Whistle
762	Spectrogram 1	1	3493.906811000	3494.395135000	5636.400	10514.735	0.4883	4878.335	-84.64	Whistle
763	Spectrogram 1	1	3507.818790000	3508.124460000	6590.900	10227.300	0.3057	3636.400	-81.51	Whistle
764	Spectrogram 1	1	3511.925216000	3512.387742000	4727.300	16045.500	0.4625	11318.200	-84.65	Whistle
765	Spectrogram 1	1	3512.849292000	3513.455250000	5181.800	11272.700	0.6060	6090.900	-78.11	Whistle
766	Spectrogram 1	1	3516.064998000	3517.042794000	3272.700	10514.735	0.9778	7242.035	-87.01	Bout
767	Spectrogram 1	1	3517.266387000	3517.543902000	5909.100	8545.500	0.2775	2636.400	-84.41	Whistle
768	Spectrogram 1	1	3517.604232000	3517.829462000	5863.600	9363.600	0.2252	3500.000	-73.04	Whistle
769	Spectrogram 1	1	3518.215570000	3519.156710000	1363.600	14946.955	0.9411	13583.355	-83.81	Bout
770	Spectrogram 1	1	3520.202421000	3520.399497000	10454.500	15090.900	0.1971	4636.400	-89.28	Whistle
771	Spectrogram 1	1	3528.242330000	3528.576153000	5954.500	9409.100	0.3338	3454.600	-80.21	Whistle
772	Spectrogram 1	1	3531.214562000	3531.556429000	13181.800	15636.400	0.3419	2454.600	-98.38	Whistle
773	Spectrogram 1	1	3541.683738000	3542.532180000	4954.500	19227.300	0.8484	14272.800	-85.97	Whistle
774	Spectrogram 1	1	3555.174656000	3555.543430000	5045.500	9954.500	0.3688	4909.000	-81.62	Whistle
775	Spectrogram 1	1	3577.796964000	3578.098612000	5636.400	8818.200	0.3016	3181.800	-83.05	Whistle
776	Spectrogram 1	1	3579.011598000	3579.317267000	5318.200	10227.300	0.3057	4909.100	-84.36	Whistle
777	Spectrogram 1	1	3582.872684000	3583.142156000	5681.800	7363.600	0.2695	1681.800	-83.08	Whistle
778	Spectrogram 1	1	3584.497559000	3584.960085000	5636.400	10272.700	0.4625	4636.300	-80.54	Whistle
779	Spectrogram 1	1	3585.088788000	3585.277820000	5545.500	7909.100	0.1890	2363.600	-76.30	Whistle
780	Spectrogram 1	1	3599.479380000	3599.929840000	5090.900	11363.600	0.4505	6272.700	-74.61	Whistle
781	Spectrogram 1	1	3608.452384000	3609.095898000	5454.500	10954.500	0.6435	5500.000	-88.61	Whistle
782	Spectrogram 1	1	3611.541275000	3612.409998000	6365.422	11500.000	0.8687	5134.578	-73.61	Whistle
783	Spectrogram 1	1	3641.344016000	3641.939267000	4681.800	8727.300	0.5953	4045.500	-81.54	Whistle
784	Spectrogram 1	1	3642.538541000	3643.081506000	4363.600	8363.600	0.5430	4000.000	-77.53	Whistle
785	Spectrogram 1	1	3644.062865000	3644.722467000	4363.600	8818.200	0.6596	4454.600	-81.19	Whistle
786	Spectrogram 1	1	3645.124664000	3645.550992000	4636.400	8590.900	0.4263	3954.500	-83.46	Whistle
787	Spectrogram 1	1	3646.801824000	3647.449360000	4227.300	11772.700	0.6475	7545.400	-81.86	Whistle
788	Spectrogram 1	1	3648.108962000	3648.748455000	3772.700	12954.500	0.6395	9181.800	-80.04	Whistle
789	Spectrogram 1	1	3649.947000000	3650.558339000	4090.900	8954.500	0.6113	4863.600	-77.16	Whistle
790	Spectrogram 1	1	3652.332026000	3652.955430000	4090.900	8954.500	0.6234	4863.600	-74.81	Whistle
791	Spectrogram 1	1	3654.994566000	3655.686344000	3045.500	16772.700	0.6918	13727.200	-68.62	Whistle
792	Spectrogram 1	1	3656.905001000	3657.580691000	3681.800	18045.500	0.6757	14363.700	-70.19	Whistle
793	Spectrogram 1	1	3661.964633000	3662.543796000	2500.000	17772.700	0.5792	15272.700	-65.06	Whistle
794	Spectrogram 1	1	3663.384386000	3664.100296000	3000.000	17681.800	0.7159	14681.800	-65.50	Whistle
795	Spectrogram 1	1	3666.469234000	3667.080573000	2818.200	18818.200	0.6113	16000.000	-66.72	Whistle
796	Spectrogram 1	1	3668.910567000	3669.570170000	2818.200	17136.400	0.6596	14318.200	-65.89	Whistle
797	Spectrogram 1	1	3670.595770000	3671.456471000	3636.400	20090.900	0.8607	16454.500	-66.86	Whistle
798	Spectrogram 1	1	3672.043678000	3674.218047000	2499.018	19803.536	2.1744	17304.518	-69.05	Bout
799	Spectrogram 1	1	3674.372396000	3674.959603000	2772.700	19409.100	0.5872	16636.400	-66.96	Whistle
800	Spectrogram 1	1	3677.541705000	3679.369484000	2687.623	18045.500	1.8278	15357.877	-61.82	Bout
801	Spectrogram 1	1	3680.887979000	3682.797298000	2734.774	18000.000	1.9093	15265.226	-63.98	Bout
802	Spectrogram 1	1	3684.737000000	3685.384537000	3590.900	20136.400	0.6475	16545.500	-63.70	Whistle
803	Spectrogram 1	1	3738.044129000	3738.655467000	2909.100	9409.100	0.6113	6500.000	-89.05	Whistle
804	Spectrogram 1	1	3739.375399000	3739.914342000	4318.200	8863.600	0.5389	4545.400	-84.60	Whistle
805	Spectrogram 1	1	3742.367742000	3742.942883000	4636.400	8772.700	0.5751	4136.300	-83.40	Whistle
806	Spectrogram 1	1	3743.666836000	3744.153494000	4454.500	8727.300	0.4867	4272.800	-86.47	Whistle
807	Spectrogram 1	1	3745.830654000	3746.176543000	12863.600	15500.000	0.3459	2636.400	-83.63	Whistle
808	Spectrogram 1	1	3746.679289000	3747.226276000	4090.900	8727.300	0.5470	4636.400	-86.65	Whistle
809	Spectrogram 1	1	3821.552195000	3821.797535000	1454.500	3000.000	0.2453	1545.500	-93.33	Whistle
810	Spectrogram 1	1	3821.990589000	3822.284193000	2454.500	4863.600	0.2936	2409.100	-93.79	Whistle
811	Spectrogram 1	1	3822.509423000	3822.674323000	4272.700	5363.600	0.1649	1090.900	-94.15	Whistle
812	Spectrogram 1	1	3827.641450000	3828.864128000	4181.800	16045.500	1.2227	11863.700	-80.39	Whistle
813	Spectrogram 1	1	3831.184802000	3832.094454000	4903.733	15227.300	0.9097	10323.567	-84.82	Whistle
814	Spectrogram 1	1	3870.036988000	3870.205910000	5727.300	10318.200	0.1689	4590.900	-83.80	Whistle
815	Spectrogram 1	1	3874.034821000	3874.384732000	4454.500	8136.400	0.3499	3681.900	-89.49	Whistle
816	Spectrogram 1	1	3892.145731000	3893.062739000	4590.900	11080.550	0.9170	6489.650	-71.43	Whistle
817	Spectrogram 1	1	3895.146116000	3896.051058000	4500.000	9053.045	0.9049	4553.045	-73.78	Whistle
818	Spectrogram 1	1	3902.518379000	3903.379080000	4363.600	10939.096	0.8607	6575.496	-75.10	Whistle
819	Spectrogram 1	1	3909.359743000	3910.208377000	4318.200	10514.735	0.8486	6196.535	-72.57	Whistle
820	Spectrogram 1	1	3935.341638000	3935.581293000	10420.432	13636.400	0.2397	3215.968	-89.16	Whistle
821	Spectrogram 1	1	3935.649460000	3936.447678000	5136.400	10467.583	0.7982	5331.183	-89.39	Bout
822	Spectrogram 1	1	3986.678004000	3987.072156000	6227.300	12500.000	0.3942	6272.700	-84.17	Whistle
823	Spectrogram 1	1	4040.371241000	4040.516032000	6772.700	8909.100	0.1448	2136.400	-84.27	Whistle
824	Spectrogram 1	1	4041.083129000	4041.256073000	6090.900	7681.800	0.1729	1590.900	-88.10	Whistle
825	Spectrogram 1	1	4041.424996000	4041.525545000	5227.300	7727.300	0.1005	2500.000	-88.03	Whistle
826	Spectrogram 1	1	4051.906238000	4052.139512000	5000.000	8227.300	0.2333	3227.300	-91.84	Whistle
827	Spectrogram 1	1	4071.943669000	4072.361953000	5727.300	12090.900	0.4183	6363.600	-90.60	Whistle
828	Spectrogram 1	1	4087.943047000	4088.413617000	4409.100	7000.000	0.4706	2590.900	-91.78	Whistle
829	Spectrogram 1	1	4104.714643000	4105.185213000	4681.800	12045.500	0.4706	7363.700	-92.09	Whistle
830	Spectrogram 1	1	4120.171052000	4120.933365000	4903.733	15636.400	0.7623	10732.667	-81.74	Whistle
831	Spectrogram 1	1	4157.748273000	4158.291239000	8157.171	24000.000	0.5430	15842.829	-83.99	Whistle
832	Spectrogram 1	1	4158.757788000	4159.509895000	6818.200	23863.600	0.7521	17045.400	-84.68	Whistle
833	Spectrogram 1	1	4160.599847000	4160.813011000	4909.100	6954.500	0.2132	2045.400	-93.53	Whistle
834	Spectrogram 1	1	4165.655458000	4165.760029000	2545.500	10590.900	0.1046	8045.400	-86.55	Whistle
835	Spectrogram 1	1	4165.957105000	4167.119453000	14681.800	22909.100	1.1623	8227.300	-87.34	Whistle
836	Spectrogram 1	1	4172.187130000	4172.418723000	5363.600	7497.053	0.2316	2133.453	-91.33	Whistle
837	Spectrogram 1	1	4176.756082000	4177.403619000	10772.700	22545.500	0.6475	11772.800	-96.72	Whistle
838	Spectrogram 1	1	4237.821581000	4238.070943000	4409.100	8500.000	0.2494	4090.900	-92.07	Whistle
839	Spectrogram 1	1	4292.162356000	4292.299102000	3863.600	6454.500	0.1367	2590.900	-95.87	Whistle
840	Spectrogram 1	1	4292.455959000	4292.600750000	3772.700	6681.800	0.1448	2909.100	-96.36	Whistle
841	Spectrogram 1	1	4292.721409000	4292.902397000	3454.500	6363.600	0.1810	2909.100	-96.59	Whistle
842	Spectrogram 1	1	4292.986858000	4293.127627000	3681.800	6045.500	0.1408	2363.700	-94.80	Whistle
843	Spectrogram 1	1	4293.485582000	4293.650483000	3409.100	6681.800	0.1649	3272.700	-98.09	Whistle
844	Spectrogram 1	1	4294.310085000	4294.466941000	3636.400	6136.400	0.1569	2500.000	-95.22	Whistle
845	Spectrogram 1	1	4294.603688000	4294.792720000	3545.500	6681.800	0.1890	3136.300	-94.87	Whistle
846	Spectrogram 1	1	4294.893269000	4295.062192000	3590.900	6090.900	0.1689	2500.000	-95.62	Whistle
847	Spectrogram 1	1	4295.194917000	4295.363839000	3363.600	6636.400	0.1689	3272.800	-94.83	Whistle
848	Spectrogram 1	1	4295.480476000	4295.633311000	3909.100	6545.500	0.1528	2636.400	-97.52	Whistle
849	Spectrogram 1	1	4295.762014000	4295.975178000	3227.300	6681.800	0.2132	3454.500	-98.40	Whistle
850	Spectrogram 1	1	4337.960475000	4339.034339000	3272.700	14569.745	1.0739	11297.045	-88.27	Whistle
851	Spectrogram 1	1	4362.558814000	4362.759912000	3772.700	6045.500	0.2011	2272.800	-81.14	Whistle
852	Spectrogram 1	1	4364.197535000	4364.411773000	4903.733	8770.138	0.2142	3866.405	-80.57	Whistle
853	Spectrogram 1	1	4380.042294000	4380.936492000	3677.800	20369.352	0.8942	16691.552	-75.63	Whistle
854	Spectrogram 1	1	4383.010505000	4384.364306000	3454.500	22632.613	1.3538	19178.113	-71.36	Whistle
855	Spectrogram 1	1	4393.013129000	4394.306913000	3590.900	23104.126	1.2938	19513.226	-68.63	Whistle
856	Spectrogram 1	1	4395.052266000	4395.776220000	4409.100	16045.500	0.7240	11636.400	-88.58	Whistle
857	Spectrogram 1	1	4395.874748000	4397.131622000	3159.136	22045.500	1.2569	18886.364	-64.15	Whistle
858	Spectrogram 1	1	4397.284456000	4398.542989000	4149.312	18294.695	1.2585	14145.383	-85.43	Whistle
859	Spectrogram 1	1	4398.792693000	4399.682347000	3583.497	18200.393	0.8897	14616.896	-87.65	Whistle
860	Spectrogram 1	1	4402.360176000	4403.569113000	3394.892	18181.800	1.2089	14786.908	-70.15	Whistle
861	Spectrogram 1	1	4408.895857000	4409.788747000	3681.800	19636.400	0.8929	15954.600	-83.66	Whistle
862	Spectrogram 1	1	4430.284682000	4430.777180000	3545.500	10545.500	0.4925	7000.000	-82.16	Whistle
863	Spectrogram 1	1	4430.819604000	4431.322349000	3545.500	14772.700	0.5027	11227.200	-85.67	Whistle
864	Spectrogram 1	1	4431.615953000	4432.754015000	3960.707	23454.500	1.1381	19493.793	-88.05	Whistle
865	Spectrogram 1	1	4432.975377000	4434.243946000	3347.741	21772.700	1.2686	18424.959	-65.08	Whistle
866	Spectrogram 1	1	4435.251809000	4436.542640000	3394.892	22181.800	1.2908	18786.908	-65.89	Whistle
867	Spectrogram 1	1	4437.837932000	4439.142715000	3017.682	19545.500	1.3048	16527.818	-66.19	Whistle
868	Spectrogram 1	1	4441.188230000	4442.142051000	3159.136	14909.100	0.9538	11749.964	-78.42	Whistle
869	Spectrogram 1	1	4442.390797000	4443.492815000	3136.400	17818.200	1.1020	14681.800	-67.04	Whistle
870	Spectrogram 1	1	4444.747669000	4445.761204000	3545.500	18545.500	1.0135	15000.000	-65.40	Bout
871	Spectrogram 1	1	4445.745117000	4447.324674000	2829.077	18860.511	1.5796	16031.434	-63.95	Bout
872	Spectrogram 1	1	4447.324674000	4449.983177000	2923.379	19614.931	2.6585	16691.552	-68.64	Bout
873	Spectrogram 1	1	4450.002653000	4450.788658000	4409.100	11080.550	0.7860	6671.450	-76.97	Whistle
874	Spectrogram 1	1	4450.865075000	4451.648393000	3136.400	18954.813	0.7833	15818.413	-67.69	Whistle
875	Spectrogram 1	1	4453.125420000	4454.667203000	3677.800	19772.700	1.5418	16094.900	-64.83	Whistle
876	Spectrogram 1	1	4454.959436000	4455.892531000	3181.800	23409.100	0.9331	20227.300	-62.90	Whistle
877	Spectrogram 1	1	4456.515936000	4456.849759000	4045.500	18000.000	0.3338	13954.500	-65.39	Whistle
878	Spectrogram 1	1	4457.121206000	4458.619424000	3500.000	22318.200	1.4982	18818.200	-68.67	Bout
879	Spectrogram 1	1	4458.699864000	4459.808924000	2970.530	22444.008	1.1091	19473.478	-61.19	Bout
880	Spectrogram 1	1	4460.169233000	4461.026187000	3017.682	14051.081	0.8570	11033.399	-65.72	Whistle
881	Spectrogram 1	1	4461.026187000	4461.832974000	4272.700	10636.400	0.8068	6363.700	-72.37	Whistle
882	Spectrogram 1	1	4462.484533000	4463.755474000	2181.800	22454.500	1.2709	20272.700	-61.96	Whistle
883	Spectrogram 1	1	4464.032989000	4464.809229000	3363.600	20363.600	0.7762	17000.000	-63.59	Whistle
884	Spectrogram 1	1	4464.817273000	4465.336106000	3954.500	19636.400	0.5188	15681.900	-77.79	Whistle
885	Spectrogram 1	1	4465.364260000	4467.248835000	3064.833	22136.400	1.8846	19071.567	-62.08	Bout
886	Spectrogram 1	1	4468.062999000	4468.674337000	2818.200	18272.700	0.6113	15454.500	-65.89	Whistle
887	Spectrogram 1	1	4469.461584000	4470.630156000	2593.320	22585.462	1.1686	19992.142	-67.14	Whistle
888	Spectrogram 1	1	4470.659371000	4472.577778000	2500.000	18388.998	1.9184	15888.998	-66.83	Whistle
889	Spectrogram 1	1	4484.709914000	4485.598768000	4636.400	18454.500	0.8889	13818.100	-77.05	Whistle
890	Spectrogram 1	1	4485.725460000	4486.775192000	3583.497	23727.300	1.0497	20143.803	-69.87	Whistle
891	Spectrogram 1	1	4490.769001000	4491.279790000	3727.300	14818.200	0.5108	11090.900	-92.84	Whistle
892	Spectrogram 1	1	4491.601548000	4491.947437000	4318.200	7772.700	0.3459	3454.500	-84.72	Whistle
893	Spectrogram 1	1	4494.967933000	4495.454591000	5500.000	23454.500	0.4867	17954.500	-81.42	Whistle
894	Spectrogram 1	1	4502.464877000	4503.077520000	2781.925	16408.644	0.6126	13626.719	-70.00	Whistle
895	Spectrogram 1	1	4503.096997000	4504.182255000	3227.300	10181.800	1.0853	6954.500	-72.32	Bout
896	Spectrogram 1	1	4504.427595000	4505.308405000	2727.300	11772.700	0.8808	9045.400	-76.50	Whistle
897	Spectrogram 1	1	4506.800555000	4507.596904000	3913.556	9996.071	0.7963	6082.515	-77.35	Whistle
898	Spectrogram 1	1	4508.646637000	4509.306239000	3000.000	16125.737	0.6596	13125.737	-71.88	Whistle
899	Spectrogram 1	1	4509.644085000	4510.428368000	2909.100	12966.601	0.7843	10057.501	-70.02	Whistle
900	Spectrogram 1	1	4510.778279000	4511.530386000	4337.917	8345.776	0.7521	4007.859	-62.06	Whistle
901	Spectrogram 1	1	4514.928947000	4515.258748000	2954.500	12259.332	0.3298	9304.832	-70.91	Whistle
902	Spectrogram 1	1	4515.749428000	4516.630238000	3681.800	13108.055	0.8808	9426.255	-74.46	Whistle
903	Spectrogram 1	1	4517.116896000	4517.780520000	2681.800	17257.367	0.6636	14575.567	-62.61	Whistle
904	Spectrogram 1	1	4518.142369000	4519.096704000	4432.220	20416.503	0.9543	15984.283	-65.65	Whistle
905	Spectrogram 1	1	4519.602471000	4519.851833000	6272.700	10818.200	0.2494	4545.500	-65.97	Whistle
906	Spectrogram 1	1	4520.535567000	4521.203213000	3064.833	18954.813	0.6676	15889.980	-66.09	Whistle
907	Spectrogram 1	1	4522.180550000	4522.547417000	4863.600	14852.652	0.3669	9989.052	-59.69	Whistle
908	Spectrogram 1	1	4531.547708000	4532.259596000	4667.976	18671.906	0.7119	14003.930	-68.05	Whistle
909	Spectrogram 1	1	4532.697990000	4533.007681000	4454.500	9618.861	0.3097	5164.361	-63.89	Whistle
910	Spectrogram 1	1	4533.321395000	4534.137853000	3500.000	18436.149	0.8165	14936.149	-64.19	Whistle
911	Spectrogram 1	1	4608.439638000	4609.296316000	3090.900	17964.637	0.8567	14873.737	-69.32	Whistle
912	Spectrogram 1	1	4609.597964000	4610.325939000	4000.000	13155.206	0.7280	9155.206	-64.88	Whistle
913	Spectrogram 1	1	4624.905563000	4625.927135000	4809.430	14522.593	1.0216	9713.163	-72.79	Bout
914	Spectrogram 1	1	4632.873077000	4633.504525000	4272.700	17257.367	0.6314	12984.667	-79.49	Whistle
915	Spectrogram 1	1	4633.983139000	4634.610565000	4227.300	17398.821	0.6274	13171.521	-71.54	Whistle
916	Spectrogram 1	1	4643.700208000	4644.341892000	4526.523	16691.552	0.6417	12165.029	-69.34	Whistle
917	Spectrogram 1	1	4646.109365000	4646.527649000	3227.300	10136.400	0.4183	6909.100	-90.34	Whistle
918	Spectrogram 1	1	4646.539715000	4646.785055000	4090.900	7681.800	0.2453	3590.900	-90.54	Whistle
919	Spectrogram 1	1	4650.111220000	4650.714515000	4045.500	18272.700	0.6033	14227.200	-69.02	Whistle
920	Spectrogram 1	1	4651.349985000	4651.925126000	4454.500	17272.700	0.5751	12818.200	-67.20	Whistle
921	Spectrogram 1	1	4652.407763000	4652.962794000	4045.500	18590.900	0.5550	14545.400	-67.68	Whistle
922	Spectrogram 1	1	4653.521847000	4654.129164000	4363.600	18181.800	0.6073	13818.200	-70.66	Whistle
923	Spectrogram 1	1	4660.150046000	4660.536360000	5863.600	12212.181	0.3863	6348.581	-95.76	Whistle
924	Spectrogram 1	1	4661.095207000	4661.754809000	4762.279	18954.813	0.6596	14192.534	-71.49	Whistle
925	Spectrogram 1	1	4666.048128000	4666.457128000	7638.507	11693.517	0.4090	4055.010	-89.71	Whistle
926	Spectrogram 1	1	4668.716368000	4669.593619000	6648.330	11834.971	0.8773	5186.641	-90.82	Whistle
927	Spectrogram 1	1	4671.092466000	4671.733302000	4290.766	18106.090	0.6408	13815.324	-74.73	Whistle
928	Spectrogram 1	1	4671.832562000	4672.541716000	5422.397	12306.483	0.7092	6884.086	-83.97	Whistle
929	Spectrogram 1	1	4675.875926000	4676.595858000	6318.200	10227.300	0.7199	3909.100	-84.09	Whistle
930	Spectrogram 1	1	4677.235350000	4677.890930000	4500.000	17863.600	0.6556	13363.600	-67.40	Whistle
931	Spectrogram 1	1	4678.182522511	4679.067975000	5705.305	11316.306	0.8855	5611.001	-85.84	Whistle
932	Spectrogram 1	1	4683.642338000	4684.273786000	3136.400	18058.939	0.6314	14922.539	-69.51	Whistle
933	Spectrogram 1	1	4685.395914000	4685.985132035	3500.000	17318.182	0.5892	13818.182	-68.13	Whistle
934	Spectrogram 1	1	4687.376731602	4688.020245899	4454.545	17363.636	0.6435	12909.091	-73.56	Whistle
935	Spectrogram 1	1	4688.973451451	4689.641097534	4090.909	16954.500	0.6676	12863.591	-74.81	Whistle
936	Spectrogram 1	1	4752.470227000	4752.647193000	8000.000	11045.500	0.1770	3045.500	-92.29	Whistle
937	Spectrogram 1	1	4792.054410000	4792.935556509	3318.182	17493.124	0.8811	14174.942	-75.62	Whistle
938	Spectrogram 1	1	4793.373614000	4794.224932000	5090.900	9454.545	0.8513	4363.645	-76.50	Whistle
939	Spectrogram 1	1	4794.158233672	4795.075241545	3772.727	23909.091	0.9170	20136.364	-71.27	Whistle
940	Spectrogram 1	1	4795.115125423	4795.742551862	3339.130	12495.088	0.6274	9155.958	-72.55	Whistle
941	Spectrogram 1	1	4796.498681000	4797.097953850	4382.609	16738.703	0.5993	12356.094	-70.84	Whistle
942	Spectrogram 1	1	4797.114041707	4797.958654000	4330.435	10382.609	0.8446	6052.174	-75.39	Whistle
943	Spectrogram 1	1	4798.043116000	4798.879684400	3652.174	24000.000	0.8366	20347.826	-68.29	Whistle
944	Spectrogram 1	1	4798.899220000	4800.691032000	3630.648	18860.511	1.7918	15229.863	-68.69	Bout
945	Spectrogram 1	1	4802.318465000	4803.739059000	4500.000	19803.536	1.4206	15303.536	-77.24	Bout
946	Spectrogram 1	1	4803.709845000	4804.293250000	4479.371	9100.196	0.5834	4620.825	-66.74	Whistle
947	Spectrogram 1	1	4804.383253000	4805.483659000	4243.615	18818.200	1.1004	14574.585	-72.39	Bout
948	Spectrogram 1	1	4809.091455000	4810.153254000	4809.430	19190.570	1.0618	14381.140	-73.57	Whistle
949	Spectrogram 1	1	4811.786171000	4812.349024000	4409.100	18227.300	0.5629	13818.200	-67.80	Whistle
950	Spectrogram 1	1	4812.349024000	4814.072669000	3866.405	19096.267	1.7236	15229.862	-68.98	Bout
951	Spectrogram 1	1	4846.093536000	4846.669506000	5516.699	8675.835	0.5760	3159.136	-86.98	Whistle
952	Spectrogram 1	1	4849.459921000	4850.146010000	3064.833	18436.149	0.6861	15371.316	-62.98	Whistle
953	Spectrogram 1	1	4850.252248000	4851.373011000	4432.220	19520.629	1.1208	15088.409	-67.31	Bout
954	Spectrogram 1	1	4865.980166000	4866.283802000	5139.489	15795.678	0.3036	10656.189	-73.43	Whistle
955	Spectrogram 1	1	4866.544976000	4867.156568000	3017.682	18530.452	0.6116	15512.770	-68.78	Whistle
956	Spectrogram 1	1	4867.703556000	4868.198257000	4227.300	16597.250	0.4947	12369.950	-67.98	Whistle
957	Spectrogram 1	1	4869.437194000	4870.079909000	4385.069	17681.729	0.6427	13296.660	-69.83	Whistle
958	Spectrogram 1	1	4875.416391000	4876.161749000	4045.500	19850.688	0.7454	15805.188	-66.80	Whistle
959	Spectrogram 1	1	4885.894905000	4886.494177000	3442.043	19473.477	0.5993	16031.434	-63.97	Whistle
960	Spectrogram 1	1	4886.538419000	4887.362922000	4385.069	10278.978	0.8245	5893.909	-75.32	Whistle
961	Spectrogram 1	1	4888.718638000	4889.394015000	4903.733	17587.426	0.6754	12683.693	-62.10	Whistle
962	Spectrogram 1	1	4889.788167000	4890.529926000	3300.589	18106.090	0.7418	14805.501	-63.57	Whistle
963	Spectrogram 1	1	4891.248140000	4892.039332000	3253.438	19426.326	0.7912	16172.888	-67.13	Whistle
964	Spectrogram 1	1	4892.078285000	4892.631697000	5893.910	10227.300	0.5534	4333.390	-70.29	Whistle
965	Spectrogram 1	1	4892.607565000	4893.227381000	2970.530	12683.694	0.6198	9713.164	-63.10	Whistle
966	Spectrogram 1	1	4893.266334000	4894.067538000	4590.900	18813.360	0.8012	14222.460	-74.68	Whistle
967	Spectrogram 1	1	4894.074596000	4894.824431000	4432.220	17728.880	0.7498	13296.660	-66.70	Bout
968	Spectrogram 1	1	4894.970502000	4895.575775000	4762.279	17681.729	0.6053	12919.450	-69.02	Whistle
969	Spectrogram 1	1	4895.624039000	4896.533003000	4007.859	23811.395	0.9090	19803.536	-65.24	Whistle
970	Spectrogram 1	1	4896.999552000	4897.755681000	4196.464	20133.595	0.7561	15937.131	-70.35	Whistle
971	Spectrogram 1	1	4902.879665000	4903.088807000	4454.500	21500.000	0.2091	17045.500	-93.57	Whistle
972	Spectrogram 1	1	4912.371503000	4914.527275000	6272.700	10609.037	2.1558	4336.337	-92.33	Whistle
973	Spectrogram 1	1	4924.759156000	4925.410714000	4727.300	22136.400	0.6516	17409.100	-70.54	Whistle
974	Spectrogram 1	1	4925.430824000	4926.366152000	4573.674	19954.500	0.9353	15380.826	-77.75	Whistle
975	Spectrogram 1	1	4926.303590000	4927.933988000	2781.925	23198.428	1.6304	20416.503	-71.96	Bout
976	Spectrogram 1	1	4929.513119000	4930.212941000	2687.623	17587.426	0.6998	14899.803	-68.33	Whistle
977	Spectrogram 1	1	4930.353709000	4930.767775000	4818.200	13862.475	0.4141	9044.275	-94.30	Whistle
978	Spectrogram 1	1	4934.945423000	4935.614440000	3630.648	23136.400	0.6690	19505.752	-62.92	Whistle
979	Spectrogram 1	1	4938.197950000	4938.731463000	2734.774	23409.100	0.5335	20674.326	-74.31	Whistle
980	Spectrogram 1	1	4938.755595000	4939.169858000	3272.700	23545.500	0.4143	20272.800	-79.09	Whistle
981	Spectrogram 1	1	4945.783933000	4946.441571000	3227.300	9335.953	0.6576	6108.653	-61.09	Whistle
982	Spectrogram 1	1	4946.783438000	4947.354557000	6454.500	10136.400	0.5711	3681.900	-66.98	Whistle
983	Spectrogram 1	1	4947.692602000	4948.464619000	3017.682	9005.894	0.7720	5988.212	-56.85	Whistle
984	Spectrogram 1	1	4948.915079000	4949.533104000	4007.859	20090.900	0.6180	16083.041	-64.99	Whistle
985	Spectrogram 1	1	4949.595937000	4951.037177000	3913.556	20636.400	1.4412	16722.844	-67.93	Bout
