Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Begin File	Begin Date Time	Annotation
539	Spectrogram 1	1	4634.037031	4635.11894	4863.636	10909.091	1.0819	6045.455	-87.59	Valencia_02_Combined_2017.wav	4634.037	Whistle
540	Spectrogram 1	1	4638.319359	4639.237431	4500	9545.455	0.9181	5045.455	-88.34	Valencia_02_Combined_2017.wav	4638.3194	Whistle
541	Spectrogram 1	1	4639.470705	4639.601841	4500	9697.959	0.1311	5197.959	-86.56	Valencia_02_Combined_2017.wav	4639.4707	Whistle
542	Spectrogram 1	1	4640.023878	4640.826107	4053	10045.455	0.8022	5992.455	-87.69	Valencia_02_Combined_2017.wav	4640.0239	Whistle
543	Spectrogram 1	1	4645.62431	4645.925958	4727.273	6278.1	0.3016	1550.827	-85.12	Valencia_02_Combined_2017.wav	4645.6243	Whistle
544	Spectrogram 1	1	4646.129963	4646.255116	5086.1	8136.364	0.1252	3050.264	-85.13	Valencia_02_Combined_2017.wav	4646.13	Whistle
545	Spectrogram 1	1	4646.452192	4646.637202	4181.818	5863.636	0.185	1681.818	-80.53	Valencia_02_Combined_2017.wav	4646.4522	Whistle
546	Spectrogram 1	1	4648.137395	4648.768843	5090.909	11545.455	0.6314	6454.546	-83.77	Valencia_02_Combined_2017.wav	4648.1374	Whistle
547	Spectrogram 1	1	4649.110709	4649.679248	2781.5	12500	0.5685	9718.5	-82.24	Valencia_02_Combined_2017.wav	4649.1107	Whistle
548	Spectrogram 1	1	4649.89097	4650.168486	5818.182	14304.6	0.2775	8486.418	-90.99	Valencia_02_Combined_2017.wav	4649.891	Whistle
549	Spectrogram 1	1	4667.277923	4667.37445	5409.091	12818.182	0.0965	7409.091	-77.86	Valencia_02_Combined_2017.wav	4667.2779	Whistle
550	Spectrogram 1	1	4703.604303	4703.881819	6500	11136.364	0.2775	4636.364	-73.44	Valencia_02_Combined_2017.wav	4703.6043	Whistle
551	Spectrogram 1	1	4704.300103	4704.66208	7727.273	10772.727	0.362	3045.454	-71.52	Valencia_02_Combined_2017.wav	4704.3001	Whistle
552	Spectrogram 1	1	4705.05221	4705.329726	6500	8818.182	0.2775	2318.182	-81.28	Valencia_02_Combined_2017.wav	4705.0522	Whistle
553	Spectrogram 1	1	4771.024491	4771.426687	7681.818	11409.091	0.4022	3727.273	-65.8	Valencia_02_Combined_2017.wav	4771.0245	Whistle
554	Spectrogram 1	1	4771.808774	4772.479499	5772.727	13175.51	0.6707	7402.783	-62.03	Valencia_02_Combined_2017.wav	4771.8088	Whistle
555	Spectrogram 1	1	4772.72176	4773.15211	6227.273	16090.909	0.4304	9863.636	-66.05	Valencia_02_Combined_2017.wav	4772.7218	Whistle
556	Spectrogram 1	1	4773.743339	4774.620127	7409.091	17583.673	0.8768	10174.582	-54.29	Valencia_02_Combined_2017.wav	4773.7433	Whistle
557	Spectrogram 1	1	4774.680456	4774.95395	6818.182	22818.182	0.2735	16000	-54.23	Valencia_02_Combined_2017.wav	4774.6805	Whistle
558	Spectrogram 1	1	4775.500937	4775.689969	6545.455	21590.909	0.189	15045.454	-42.91	Valencia_02_Combined_2017.wav	4775.5009	Whistle
559	Spectrogram 1	1	4776.896559	4777.125811	4545.455	7727.273	0.2293	3181.818	-58.6	Valencia_02_Combined_2017.wav	4776.8966	Whistle
560	Spectrogram 1	1	4777.744192	4778.295201	4545.455	9110.204	0.551	4564.749	-75.7	Valencia_02_Combined_2017.wav	4777.7442	Whistle
561	Spectrogram 1	1	4784.167328	4784.456849	3090.909	12097.959	0.2895	9007.05	-71.96	Valencia_02_Combined_2017.wav	4784.1673	Whistle
562	Spectrogram 1	1	4787.252112	4787.589957	3727.273	8954.545	0.3378	5227.272	-68.11	Valencia_02_Combined_2017.wav	4787.2521	Whistle
563	Spectrogram 1	1	4800.134464	4800.37176	8545.455	12727.273	0.2373	4181.818	-83.62	Valencia_02_Combined_2017.wav	4800.1345	Whistle
564	Spectrogram 1	1	4805.628468	4806.231762	9863.636	19863.636	0.6033	10000	-87.17	Valencia_02_Combined_2017.wav	4805.6285	Whistle
565	Spectrogram 1	1	4808.46435	4809.003754	4053	12238.4	0.5394	8185.4	-87.34	Valencia_02_Combined_2017.wav	4808.4643	Whistle
566	Spectrogram 1	1	4809.963895	4811.625263	1986.8	21615.9	1.6614	19629.1	-76.5	Valencia_02_Combined_2017.wav	4809.9639	Whistle
567	Spectrogram 1	1	4811.783982	4812.105739	8272.727	13227.273	0.3218	4954.546	-69.22	Valencia_02_Combined_2017.wav	4811.784	Whistle
568	Spectrogram 1	1	4812.194223	4812.363145	9454.545	14590.909	0.1689	5136.364	-73.64	Valencia_02_Combined_2017.wav	4812.1942	Whistle
569	Spectrogram 1	1	4813.092444	4813.308206	6755	8821.2	0.2158	2066.2	-78.31	Valencia_02_Combined_2017.wav	4813.0924	Whistle
570	Spectrogram 1	1	4816.145476	4816.593644	5590.909	9318.182	0.4482	3727.273	-85.45	Valencia_02_Combined_2017.wav	4816.1455	Whistle
571	Spectrogram 1	1	4816.843006	4818.097859	6954.545	21318.182	1.2549	14363.637	-83.31	Valencia_02_Combined_2017.wav	4816.843	Whistle
572	Spectrogram 1	1	4821.733713	4822.602457	10136.364	17681.818	0.8687	7545.454	-88.94	Valencia_02_Combined_2017.wav	4821.7337	Whistle
573	Spectrogram 1	1	4830.658449	4830.899767	7545.455	9227.273	0.2413	1681.818	-81.72	Valencia_02_Combined_2017.wav	4830.6584	Whistle
574	Spectrogram 1	1	4845.511564	4846.440638	3636.364	8954.545	0.9291	5318.181	-84.33	Valencia_02_Combined_2017.wav	4845.5116	Whistle
575	Spectrogram 1	1	4847.960941	4848.873927	3772.727	12727.273	0.913	8954.546	-81.51	Valencia_02_Combined_2017.wav	4847.9609	Whistle
576	Spectrogram 1	1	4853.079667	4853.662852	4995.918	9502.041	0.5832	4506.122	-84.82	Valencia_02_Combined_2017.wav	4853.0797	Whistle
577	Spectrogram 1	1	4857.165983	4857.678004	8473.469	18545.455	0.512	10071.986	-80.67	Valencia_02_Combined_2017.wav	4857.166	Whistle
578	Spectrogram 1	1	4858.518595	4858.6111	5272.727	10966.9	0.0925	5694.173	-72.6	Valencia_02_Combined_2017.wav	4858.5186	Whistle
579	Spectrogram 1	1	4860.445116	4860.835246	8409.091	12545.455	0.3901	4136.364	-85.08	Valencia_02_Combined_2017.wav	4860.4451	Whistle
580	Spectrogram 1	1	4870.294393	4871.408477	5090.909	20545.455	1.1141	15454.546	-85.28	Valencia_02_Combined_2017.wav	4870.2944	Whistle
581	Spectrogram 1	1	4874.358215	4875.208516	4181.818	10545.455	0.8503	6363.637	-85.12	Valencia_02_Combined_2017.wav	4874.3582	Whistle
582	Spectrogram 1	1	4875.21279	4876.33894	6136.364	11090.909	1.1262	4954.545	-83.93	Valencia_02_Combined_2017.wav	4875.2128	Whistle
583	Spectrogram 1	1	4877.790867	4878.430361	5363.636	10863.636	0.6395	5500	-80.98	Valencia_02_Combined_2017.wav	4877.7909	Whistle
584	Spectrogram 1	1	4881.474986	4881.832941	6278.1	17045.455	0.358	10767.355	-90.68	Valencia_02_Combined_2017.wav	4881.475	Whistle
585	Spectrogram 1	1	4912.332444	4912.508464	4590.909	6909.091	0.176	2318.182	-88.47	Valencia_02_Combined_2017.wav	4912.3324	Whistle
586	Spectrogram 1	1	4912.717606	4913.17611	3272.727	6727.273	0.4585	3454.546	-91.11	Valencia_02_Combined_2017.wav	4912.7176	Whistle
587	Spectrogram 1	1	4962.046995	4962.1395	9636.364	11863.636	0.0925	2227.272	-88.86	Valencia_02_Combined_2017.wav	4962.047	Whistle
588	Spectrogram 1	1	4964.472244	4965.043359	6363.636	14938.776	0.5711	8575.14	-91.3	Valencia_02_Combined_2017.wav	4964.4722	Whistle
589	Spectrogram 1	1	4965.855795	4966.004608	5772.727	12954.545	0.1488	7181.818	-81.14	Valencia_02_Combined_2017.wav	4965.8558	Whistle
590	Spectrogram 1	1	4969.270443	4969.85473	10363.636	16291.4	0.5843	5927.764	-77.3	Valencia_02_Combined_2017.wav	4969.2704	Whistle
591	Spectrogram 1	1	4970.102856	4971.132613	6993.4	22727.273	1.0298	15733.873	-85.98	Valencia_02_Combined_2017.wav	4970.1029	Whistle
592	Spectrogram 1	1	4972.986738	4973.055112	5545.455	8954.545	0.0684	3409.09	-77.12	Valencia_02_Combined_2017.wav	4972.9867	Whistle
593	Spectrogram 1	1	4974.844886	4975.122401	4954.545	11681.818	0.2775	6727.273	-82.07	Valencia_02_Combined_2017.wav	4974.8449	Whistle
594	Spectrogram 1	1	4976.996637	4977.31035	13909.091	17772.727	0.3137	3863.636	-82.82	Valencia_02_Combined_2017.wav	4976.9966	Whistle
595	Spectrogram 1	1	4977.736678	4978.018216	7045.455	11909.091	0.2815	4863.636	-91.04	Valencia_02_Combined_2017.wav	4977.7367	Whistle
596	Spectrogram 1	1	4985.531246	4987.099812	8454.545	21059.6	1.5686	12605.055	-86.54	Valencia_02_Combined_2017.wav	4985.5312	Whistle
597	Spectrogram 1	1	4987.204383	4987.437657	5136.364	9045.455	0.2333	3909.091	-87.68	Valencia_02_Combined_2017.wav	4987.2044	Whistle
598	Spectrogram 1	1	4991.527995	4991.958345	2272.727	5909.091	0.4304	3636.364	-81.81	Valencia_02_Combined_2017.wav	4991.528	Whistle
599	Spectrogram 1	1	4995.200048	4995.501695	9363.636	22409.091	0.3016	13045.455	-72.25	Valencia_02_Combined_2017.wav	4995.2	Whistle
600	Spectrogram 1	1	5002.487848	5003.010703	8227.273	17721.9	0.5229	9494.627	-87.7	Valencia_02_Combined_2017.wav	5002.4878	Whistle
601	Spectrogram 1	1	5006.39413	5006.955112	5801.3	11136.364	0.561	5335.064	-80.84	Valencia_02_Combined_2017.wav	5006.3941	Whistle
602	Spectrogram 1	1	5009.630857	5010.503623	8473.469	21257.143	0.8728	12783.673	-82.86	Valencia_02_Combined_2017.wav	5009.6309	Whistle
603	Spectrogram 1	1	5016.081247	5016.177774	5387.755	8130.612	0.0965	2742.857	-77.75	Valencia_02_Combined_2017.wav	5016.0812	Whistle
604	Spectrogram 1	1	5016.331447	5016.556677	6454.545	8181.818	0.2252	1727.273	-81.16	Valencia_02_Combined_2017.wav	5016.3314	Whistle
605	Spectrogram 1	1	5016.954851	5017.855771	8045.455	21600	0.9009	13554.545	-82.69	Valencia_02_Combined_2017.wav	5016.9549	Whistle
606	Spectrogram 1	1	5022.243735	5022.593645	8681.818	14272.727	0.3499	5590.909	-82.11	Valencia_02_Combined_2017.wav	5022.2437	Whistle
607	Spectrogram 1	1	5029.004654	5029.414894	5954.545	12045.455	0.4102	6090.91	-77.37	Valencia_02_Combined_2017.wav	5029.0047	Whistle
608	Spectrogram 1	1	5035.982762	5036.115426	7136.364	9136.364	0.1327	2000	-78.57	Valencia_02_Combined_2017.wav	5035.9828	Whistle
609	Spectrogram 1	1	5056.506847	5056.844692	6545.455	10954.545	0.3378	4409.09	-84.01	Valencia_02_Combined_2017.wav	5056.5068	Whistle
610	Spectrogram 1	1	5069.477681	5069.799439	5191.837	8454.545	0.3218	3262.708	-90.13	Valencia_02_Combined_2017.wav	5069.4777	Whistle
611	Spectrogram 1	1	5077.248118	5077.859456	8363.636	12136.364	0.6113	3772.728	-85.51	Valencia_02_Combined_2017.wav	5077.2481	Whistle
612	Spectrogram 1	1	5081.73663	5081.998058	6409.091	8272.727	0.2614	1863.636	-83.33	Valencia_02_Combined_2017.wav	5081.7366	Whistle
613	Spectrogram 1	1	5093.818609	5094.058467	2818.182	7636.364	0.2399	4818.182	-73.74	Valencia_02_Combined_2017.wav	5093.8186	Whistle
614	Spectrogram 1	1	5113.429707	5113.795706	12681.818	14954.545	0.366	2272.727	-81.64	Valencia_02_Combined_2017.wav	5113.4297	Whistle
615	Spectrogram 1	1	5131.942809	5132.397291	3526.531	7200	0.4545	3673.469	-66.34	Valencia_02_Combined_2017.wav	5131.9428	Whistle
616	Spectrogram 1	1	5140.409042	5140.662426	6500	8954.545	0.2534	2454.545	-79.18	Valencia_02_Combined_2017.wav	5140.409	Whistle
617	Spectrogram 1	1	5144.374699	5144.857337	2909.091	14400	0.4826	11490.909	-55.49	Valencia_02_Combined_2017.wav	5144.3747	Whistle
618	Spectrogram 1	1	5146.482209	5147.189973	3363.636	15973.5	0.7078	12609.864	-58.46	Valencia_02_Combined_2017.wav	5146.4822	Whistle
619	Spectrogram 1	1	5147.535963	5148.030665	3045.455	16045.455	0.4947	13000	-60.25	Valencia_02_Combined_2017.wav	5147.536	Whistle
620	Spectrogram 1	1	5150.568525	5151.321837	3545.455	21954.545	0.7533	18409.09	-62.68	Valencia_02_Combined_2017.wav	5150.5685	Whistle
621	Spectrogram 1	1	5153.946975	5154.03948	11863.636	14500	0.0925	2636.364	-57.69	Valencia_02_Combined_2017.wav	5153.947	Whistle
622	Spectrogram 1	1	5154.159127	5154.966004	4363.636	8045.455	0.8069	3681.819	-63.97	Valencia_02_Combined_2017.wav	5154.1591	Whistle
623	Spectrogram 1	1	5154.96074	5155.865682	2742.857	15183.673	0.9049	12440.816	-65.86	Valencia_02_Combined_2017.wav	5154.9607	Bout
624	Spectrogram 1	1	5155.870946	5156.348318	4653.061	13863.636	0.4774	9210.575	-69.03	Valencia_02_Combined_2017.wav	5155.8709	Whistle
625	Spectrogram 1	1	5157.452033	5157.717483	4227.273	13318.182	0.2654	9090.909	-63.22	Valencia_02_Combined_2017.wav	5157.452	Whistle
626	Spectrogram 1	1	5157.826076	5158.159899	5409.091	14636.364	0.3338	9227.273	-55.28	Valencia_02_Combined_2017.wav	5157.8261	Whistle
627	Spectrogram 1	1	5158.296646	5158.485678	8545.455	13590.909	0.189	5045.454	-52.48	Valencia_02_Combined_2017.wav	5158.2966	Whistle
628	Spectrogram 1	1	5158.592573	5159.265939	3772.727	16212.245	0.6734	12439.518	-62.09	Valencia_02_Combined_2017.wav	5158.5926	Bout
629	Spectrogram 1	1	5160.092582	5160.733956	3281.633	14987.755	0.6414	11706.122	-61.52	Valencia_02_Combined_2017.wav	5160.0926	Whistle
630	Spectrogram 1	1	5172.323242	5173.290525	3967.347	21727.273	0.9673	17759.926	-74.25	Valencia_02_Combined_2017.wav	5172.3232	Whistle
631	Spectrogram 1	1	5176.560382	5177.27227	2727.273	18045.455	0.7119	15318.182	-63.23	Valencia_02_Combined_2017.wav	5176.5604	Whistle
632	Spectrogram 1	1	5177.88763	5178.720177	2940.4	19727.273	0.8325	16786.873	-64.76	Valencia_02_Combined_2017.wav	5177.8876	Whistle
633	Spectrogram 1	1	5180.389292	5181.291261	3318.182	22409.091	0.902	19090.909	-65.28	Valencia_02_Combined_2017.wav	5180.3893	Whistle
634	Spectrogram 1	1	5185.501206	5186.583115	3727.273	22331.1	1.0819	18603.827	-55.09	Valencia_02_Combined_2017.wav	5185.5012	Whistle
635	Spectrogram 1	1	5186.967552	5188.045438	3735.1	17272.727	1.0779	13537.627	-62.01	Valencia_02_Combined_2017.wav	5186.9676	Whistle
636	Spectrogram 1	1	5188.253618	5188.946358	3735.1	22090.909	0.6927	18355.809	-65.24	Valencia_02_Combined_2017.wav	5188.2536	Whistle
637	Spectrogram 1	1	5189.685736	5190.988852	3409.091	22807.9	1.3031	19398.809	-62	Valencia_02_Combined_2017.wav	5189.6857	Bout
638	Spectrogram 1	1	5191.491598	5192.014453	4318.182	21933.8	0.5229	17615.618	-57.23	Valencia_02_Combined_2017.wav	5191.4916	Whistle
639	Spectrogram 1	1	5192.098914	5192.481001	7136.364	22500	0.3821	15363.636	-57.46	Valencia_02_Combined_2017.wav	5192.0989	Whistle
640	Spectrogram 1	1	5192.899284	5193.486491	4318.182	22681.818	0.5872	18363.636	-59.11	Valencia_02_Combined_2017.wav	5192.8993	Whistle
641	Spectrogram 1	1	5194.093807	5194.97864	4227.273	22000	0.8848	17772.727	-66.6	Valencia_02_Combined_2017.wav	5194.0938	Whistle
642	Spectrogram 1	1	5195.783032	5195.988153	12863.636	15181.818	0.2051	2318.182	-60.46	Valencia_02_Combined_2017.wav	5195.783	Whistle
643	Spectrogram 1	1	5196.096746	5196.790535	6416.327	22318.182	0.6938	15901.855	-58.52	Valencia_02_Combined_2017.wav	5196.0967	Whistle
644	Spectrogram 1	1	5197.379752	5198.107728	2954.545	17165.6	0.728	14211.055	-57.08	Valencia_02_Combined_2017.wav	5197.3798	Bout
645	Spectrogram 1	1	5198.13186	5198.405353	7727.273	20909.091	0.2735	13181.818	-56.52	Valencia_02_Combined_2017.wav	5198.1319	Whistle
646	Spectrogram 1	1	5198.481771	5198.739176	8363.636	15954.545	0.2574	7590.909	-51.82	Valencia_02_Combined_2017.wav	5198.4818	Whistle
647	Spectrogram 1	1	5199.388724	5200.024194	3134.694	22649	0.6355	19514.306	-58.59	Valencia_02_Combined_2017.wav	5199.3887	Bout
648	Spectrogram 1	1	5200.605368	5201.069918	3727.273	22681.818	0.4645	18954.545	-59.15	Valencia_02_Combined_2017.wav	5200.6054	Whistle
649	Spectrogram 1	1	5201.126212	5202.067351	2840.816	23020.408	0.9411	20179.592	-62.43	Valencia_02_Combined_2017.wav	5201.1262	Whistle
650	Spectrogram 1	1	5202.924788	5203.491885	4454.545	18516.6	0.5671	14062.055	-66.54	Valencia_02_Combined_2017.wav	5202.9248	Whistle
651	Spectrogram 1	1	5209.376014	5210.54189	6318.182	22728.5	1.1659	16410.318	-57.35	Valencia_02_Combined_2017.wav	5209.376	Whistle
652	Spectrogram 1	1	5211.450594	5212.412598	4000	18596	0.962	14596	-62.94	Valencia_02_Combined_2017.wav	5211.4506	Whistle
653	Spectrogram 1	1	5214.536195	5215.569144	6454.545	22728.5	1.0329	16273.955	-63.75	Valencia_02_Combined_2017.wav	5214.5362	Whistle
654	Spectrogram 1	1	5223.682142	5224.14573	7954.545	23046.4	0.4636	15091.855	-69.81	Valencia_02_Combined_2017.wav	5223.6821	Whistle
655	Spectrogram 1	1	5225.198423	5225.789651	4181.818	22909.091	0.5912	18727.273	-59.72	Valencia_02_Combined_2017.wav	5225.1984	Whistle
656	Spectrogram 1	1	5226.392946	5226.992219	4863.636	22909.091	0.5993	18045.455	-62.31	Valencia_02_Combined_2017.wav	5226.3929	Whistle
657	Spectrogram 1	1	5227.744326	5228.87852	3409.091	22013.2	1.1342	18604.109	-67.63	Valencia_02_Combined_2017.wav	5227.7443	Whistle
658	Spectrogram 1	1	5229.353112	5230.527525	4227.273	18409.091	1.1744	14181.818	-67.72	Valencia_02_Combined_2017.wav	5229.3531	Whistle
659	Spectrogram 1	1	5231.058425	5231.565192	4545.455	16772.727	0.5068	12227.272	-67.63	Valencia_02_Combined_2017.wav	5231.0584	Whistle
660	Spectrogram 1	1	5231.60139	5232.530464	7053.061	22579.592	0.9291	15526.531	-70.74	Valencia_02_Combined_2017.wav	5231.6014	Whistle
661	Spectrogram 1	1	5232.618947	5232.828089	8409.091	22727.273	0.2091	14318.182	-69.63	Valencia_02_Combined_2017.wav	5232.6189	Whistle
662	Spectrogram 1	1	5232.892441	5233.15789	6681.818	23000	0.2654	16318.182	-67.3	Valencia_02_Combined_2017.wav	5232.8924	Whistle
663	Spectrogram 1	1	5233.623557	5234.207623	7272.727	22227.273	0.5841	14954.546	-67.75	Valencia_02_Combined_2017.wav	5233.6236	Whistle
664	Spectrogram 1	1	5234.255006	5234.488279	9454.545	15181.818	0.2333	5727.273	-60.35	Valencia_02_Combined_2017.wav	5234.255	Whistle
665	Spectrogram 1	1	5234.621004	5234.814059	9954.545	15318.182	0.1931	5363.637	-61.2	Valencia_02_Combined_2017.wav	5234.621	Whistle
666	Spectrogram 1	1	5234.962871	5235.176035	8909.091	14454.545	0.2132	5545.454	-59.25	Valencia_02_Combined_2017.wav	5234.9629	Whistle
667	Spectrogram 1	1	5235.401265	5235.658671	5000	19000	0.2574	14000	-62.27	Valencia_02_Combined_2017.wav	5235.4013	Whistle
668	Spectrogram 1	1	5236.133263	5236.696338	5272.727	19591.837	0.5631	14319.11	-65.81	Valencia_02_Combined_2017.wav	5236.1333	Whistle
669	Spectrogram 1	1	5237.400182	5238.075872	6500	21648.98	0.6757	15148.98	-69.11	Valencia_02_Combined_2017.wav	5237.4002	Whistle
670	Spectrogram 1	1	5240.955598	5241.277355	5090.909	22966.9	0.3218	17875.991	-65.81	Valencia_02_Combined_2017.wav	5240.9556	Whistle
671	Spectrogram 1	1	5242.584494	5242.785592	6409.091	21590.909	0.2011	15181.818	-57.9	Valencia_02_Combined_2017.wav	5242.5845	Whistle
672	Spectrogram 1	1	5243.260184	5243.557809	4909.091	10251.7	0.2976	5342.609	-64.22	Valencia_02_Combined_2017.wav	5243.2602	Whistle
673	Spectrogram 1	1	5244.37829	5244.555256	6590.909	9545.455	0.177	2954.546	-60.26	Valencia_02_Combined_2017.wav	5244.3783	Whistle
674	Spectrogram 1	1	5244.751057	5244.945387	7231.8	9363.636	0.1943	2131.836	-63.43	Valencia_02_Combined_2017.wav	5244.7511	Whistle
675	Spectrogram 1	1	5245.204157	5245.419919	6357.6	12953.6	0.2158	6596	-62.51	Valencia_02_Combined_2017.wav	5245.2042	Whistle
676	Spectrogram 1	1	5245.649231	5245.840655	6272.727	13727.273	0.1914	7454.546	-61.59	Valencia_02_Combined_2017.wav	5245.6492	Whistle
677	Spectrogram 1	1	5246.031317	5246.272179	6090.909	18090.909	0.2409	12000	-59.52	Valencia_02_Combined_2017.wav	5246.0313	Whistle
678	Spectrogram 1	1	5246.433514	5246.638975	6278.1	8045.455	0.2055	1767.355	-50.54	Valencia_02_Combined_2017.wav	5246.4335	Whistle
679	Spectrogram 1	1	5247.05973	5247.221552	7549.7	11602.6	0.1618	4052.9	-55.43	Valencia_02_Combined_2017.wav	5247.0597	Whistle
680	Spectrogram 1	1	5247.382697	5247.575752	6318.182	11841.1	0.1931	5522.918	-51.12	Valencia_02_Combined_2017.wav	5247.3827	Whistle
681	Spectrogram 1	1	5248.311771	5248.416342	8090.909	10863.636	0.1046	2772.727	-64.46	Valencia_02_Combined_2017.wav	5248.3118	Whistle
682	Spectrogram 1	1	5248.593309	5248.812807	6409.091	11500	0.2195	5090.909	-68.23	Valencia_02_Combined_2017.wav	5248.5933	Whistle
683	Spectrogram 1	1	5258.52213	5258.831636	2227.273	10272.727	0.3095	8045.454	-76.26	Valencia_02_Combined_2017.wav	5258.5221	Bout
684	Spectrogram 1	1	5259.008603	5259.241876	1909.091	9545.455	0.2333	7636.364	-78.26	Valencia_02_Combined_2017.wav	5259.0086	Bout
685	Spectrogram 1	1	5259.408788	5261.309166	2454.545	21954.545	1.9004	19500	-77.88	Valencia_02_Combined_2017.wav	5259.4088	Whistle
686	Spectrogram 1	1	5261.494177	5262.740985	2181.818	22454.545	1.2468	20272.727	-89.54	Valencia_02_Combined_2017.wav	5261.4942	Whistle
687	Spectrogram 1	1	5268.930787	5269.180148	4409.091	11045.455	0.2494	6636.364	-73.45	Valencia_02_Combined_2017.wav	5268.9308	Whistle
688	Spectrogram 1	1	5299.642507	5299.871759	2954.545	8227.273	0.2293	5272.728	-67.24	Valencia_02_Combined_2017.wav	5299.6425	Whistle
689	Spectrogram 1	1	5301.416193	5301.597182	7727.273	10136.364	0.181	2409.091	-64.85	Valencia_02_Combined_2017.wav	5301.4162	Whistle
690	Spectrogram 1	1	5302.675068	5302.856057	7227.273	20318.182	0.181	13090.909	-68.99	Valencia_02_Combined_2017.wav	5302.6751	Whistle
691	Spectrogram 1	1	5305.321521	5305.848398	5318.182	8136.364	0.5269	2818.182	-78.66	Valencia_02_Combined_2017.wav	5305.3215	Whistle
692	Spectrogram 1	1	5316.100386	5316.796186	8662.3	19772.727	0.6958	11110.427	-87.46	Valencia_02_Combined_2017.wav	5316.1004	Whistle
693	Spectrogram 1	1	5321.916146	5322.056915	12590.909	17227.273	0.1408	4636.364	-85.66	Valencia_02_Combined_2017.wav	5321.9161	Whistle
694	Spectrogram 1	1	5326.115075	5326.766633	5863.636	8026.5	0.6516	2162.864	-78.03	Valencia_02_Combined_2017.wav	5326.1151	Whistle
695	Spectrogram 1	1	5340.658498	5341.78867	9110.204	22181.818	1.1302	13071.614	-73.83	Valencia_02_Combined_2017.wav	5340.6585	Whistle
696	Spectrogram 1	1	5368.743873	5369.270751	9272.727	20590.909	0.5269	11318.182	-83	Valencia_02_Combined_2017.wav	5368.7439	Whistle
697	Spectrogram 1	1	5382.651826	5383.078155	7863.636	22227.273	0.4263	14363.637	-86.52	Valencia_02_Combined_2017.wav	5382.6518	Whistle
698	Spectrogram 1	1	5390.698267	5391.518162	1986.8	12397.4	0.8199	10410.6	-60.21	Valencia_02_Combined_2017.wav	5390.6983	Whistle
699	Spectrogram 1	1	5393.859209	5395.063609	3363.636	13748.3	1.2044	10384.664	-75.46	Valencia_02_Combined_2017.wav	5393.8592	Bout
700	Spectrogram 1	1	5396.374769	5396.507494	5727.273	8500	0.1327	2772.727	-76.74	Valencia_02_Combined_2017.wav	5396.3748	Whistle
701	Spectrogram 1	1	5401.908992	5402.126178	9454.545	14772.727	0.2172	5318.182	-86.68	Valencia_02_Combined_2017.wav	5401.909	Whistle
702	Spectrogram 1	1	5468.303577	5468.424235	5727.273	14227.273	0.1207	8500	-70.74	Valencia_02_Combined_2017.wav	5468.3036	Whistle
703	Spectrogram 1	1	5471.167215	5471.255698	7863.636	19947	0.0885	12083.364	-82.5	Valencia_02_Combined_2017.wav	5471.1672	Whistle
704	Spectrogram 1	1	5475.024279	5475.233421	6227.273	10272.727	0.2091	4045.454	-69.13	Valencia_02_Combined_2017.wav	5475.0243	Whistle
705	Spectrogram 1	1	5485.13952	5485.730749	7090.909	12136.364	0.5912	5045.455	-72.16	Valencia_02_Combined_2017.wav	5485.1395	Whistle
706	Spectrogram 1	1	5485.766946	5486.317955	6181.818	18727.273	0.551	12545.455	-70.42	Valencia_02_Combined_2017.wav	5485.7669	Whistle
707	Spectrogram 1	1	5486.43057	5486.704064	6954.545	22045.455	0.2735	15090.91	-71.42	Valencia_02_Combined_2017.wav	5486.4306	Whistle
708	Spectrogram 1	1	5494.325687	5494.510697	954.545	3454.545	0.185	2500	-68.26	Valencia_02_Combined_2017.wav	5494.3257	Whistle
709	Spectrogram 1	1	5497.128996	5497.555324	8454.545	15000	0.4263	6545.455	-78.24	Valencia_02_Combined_2017.wav	5497.129	Whistle
710	Spectrogram 1	1	5507.187929	5508.088849	11136.364	21500	0.9009	10363.636	-81.01	Valencia_02_Combined_2017.wav	5507.1879	Whistle
711	Spectrogram 1	1	5512.496919	5513.068038	7772.727	12363.636	0.5711	4590.909	-86.88	Valencia_02_Combined_2017.wav	5512.4969	Whistle
712	Spectrogram 1	1	5564.263132	5564.605491	11443.7	17590.909	0.3424	6147.209	-75.2	Valencia_02_Combined_2017.wav	5564.2631	Whistle
713	Spectrogram 1	1	5572.693659	5573.930413	1518.367	6039.7	1.2368	4521.333	-79.63	Valencia_02_Combined_2017.wav	5572.6937	Bout
714	Spectrogram 1	1	5579.917107	5580.0257	5727.273	13636.364	0.1086	7909.091	-72.71	Valencia_02_Combined_2017.wav	5579.9171	Whistle
715	Spectrogram 1	1	5586.975655	5587.315508	6227.273	16359.184	0.3399	10131.911	-85.63	Valencia_02_Combined_2017.wav	5586.9757	Whistle
716	Spectrogram 1	1	5604.555661	5606.556586	8272.727	22590.909	2.0009	14318.182	-82.84	Valencia_02_Combined_2017.wav	5604.5557	Whistle
717	Spectrogram 1	1	5606.848181	5608.539417	8500	22090.909	1.6912	13590.909	-75.17	Valencia_02_Combined_2017.wav	5606.8482	Whistle
